Symbol	Training_Set	NetWAS_Score
HTR3D	-1	-0.373022
RERGL	-1	-0.373024
AGTR2	0	-0.373041
ENTPD4	-1	-0.373056
BLK	-1	-0.373159
RPS4Y1	0	-0.37317
TFDP3	0	-0.373199
PPT2	0	-0.373222
MICU3	0	-0.373294
MPPED1	-1	-0.373319
HTR2B	-1	-0.373362
SEMA6C	-1	-0.37339
KCNC1	-1	-0.373409
CASC5	0	-0.373515
ADRBK2	0	-0.373517
MICALCL	-1	-0.373519
MIP	-1	-0.373578
TRIL	0	-0.373585
PMEL	0	-0.373612
CCR10	-1	-0.373627
PLA1A	-1	-0.373671
RNASE11	-1	-0.373712
DPM2	-1	-0.373724
TDGF1	-1	-0.373737
SLIT1	-1	-0.373827
HNF1A	-1	-0.373865
RASA2	-1	-0.373895
MLF1	-1	-0.373926
YOD1	-1	-0.373938
SYNDIG1L	0	-0.373942
SLC25A10	-1	-0.373949
SLC34A1	-1	-0.373972
OR10S1	-1	-0.373992
FABP7	-1	-0.374087
KRT83	-1	-0.374175
LRRC6	-1	-0.374218
ATAT1	0	-0.374232
KIF25	-1	-0.374251
DHRS13	-1	-0.374252
CHN2	-1	-0.374286
TAS2R43	0	-0.374291
TRIM40	0	-0.374309
MOB2	0	-0.374346
CRX	-1	-0.374448
BST2	-1	-0.374466
ATXN3L	0	-0.374489
ZNF37A	-1	-0.374602
TAS2R39	0	-0.374603
RALGAPA2	0	-0.374622
PNPLA3	-1	-0.374629
PPP1R36	0	-0.374639
SHC2	-1	-0.374678
HSD17B13	-1	-0.37472
ARGFX	-1	-0.374736
PLCL1	-1	-0.374763
CCL28	-1	-0.374831
XYLT2	-1	-0.375031
IFNA16	-1	-0.375066
DUSP13	-1	-0.37508
FAM71F1	-1	-0.375088
RBMS3	-1	-0.375094
P2RX3	-1	-0.375167
RXFP4	-1	-0.375169
CDC45	0	-0.37517
SLCO2A1	-1	-0.375188
C7orf33	-1	-0.375221
MGMT	-1	-0.375226
FFAR4	0	-0.375231
OR6C74	-1	-0.375235
DTD1	0	-0.375235
ETNPPL	0	-0.375266
C1orf111	0	-0.375282
C20orf195	0	-0.375368
SH2D5	-1	-0.37541
MCPH1	-1	-0.375566
CCDC103	0	-0.375579
TLR9	-1	-0.375617
CHST2	-1	-0.375691
GPATCH11	0	-0.375705
DHRS4	-1	-0.375753
ZCCHC24	-1	-0.375757
TBRG1	-1	-0.375758
SC5D	0	-0.375845
RABL3	-1	-0.375932
OR6N2	-1	-0.375954
ART4	-1	-0.376024
BOC	-1	-0.37606
WNT2	-1	-0.37611
CLCNKA	-1	-0.376141
AP3M1	-1	-0.376152
ADAMTS20	-1	-0.376159
SP4	-1	-0.376161
IMMP2L	-1	-0.376187
SLFN12	-1	-0.376198
AKR1C4	-1	-0.376205
KIAA1033	0	-0.376227
OR4S1	-1	-0.376282
OR5AR1	-1	-0.376285
LOC286071	0	-0.376357
KCNJ11	-1	-0.376408
AIG1	-1	-0.376489
ZACN	-1	-0.376573
BTK	0	-0.376599
LMBR1L	-1	-0.376653
RBP3	-1	-0.376682
LOC100131094	0	-0.376725
SEL1L3	0	-0.376744
NLRP13	-1	-0.376758
RPS19	0	-0.376795
DTHD1	0	-0.376803
ZNF585A	-1	-0.376932
LAPTM5	-1	-0.376937
ARL14	-1	-0.376943
UBE2J2	-1	-0.376953
ZNF638	-1	-0.376974
MROH7	0	-0.377031
CHRNA1	-1	-0.377114
LEUTX	0	-0.377154
BEND2	0	-0.377205
RNLS	0	-0.377208
MMP20	-1	-0.377221
MAGEB18	0	-0.377233
ZXDA	0	-0.377257
GABPB2	-1	-0.377308
IL31	-1	-0.377315
ZNF90	-1	-0.377325
CCNK	-1	-0.377342
SLC4A2	-1	-0.377402
NT5DC2	-1	-0.377481
ERCC4	-1	-0.377493
GTSF1	-1	-0.37752
KCNH8	-1	-0.37753
C6orf57	0	-0.377595
CD200	-1	-0.377601
AADAC	-1	-0.377629
TMCO3	-1	-0.37763
FRMD3	-1	-0.377636
TULP2	-1	-0.377643
FAM229B	0	-0.377683
CCDC173	0	-0.377755
ZNF362	-1	-0.377787
RAB12	-1	-0.377796
CCDC24	-1	-0.377815
VPS53	-1	-0.377889
USP32	-1	-0.377917
OR10P1	-1	-0.377943
TSSK6	-1	-0.377958
LOC389895	0	-0.378001
TYMS	-1	-0.378049
ZBED6	0	-0.378113
C20orf78	0	-0.378114
FNDC4	1	-0.378118
KRT85	-1	-0.378165
LOC286154	0	-0.378204
SUPT3H	-1	-0.378244
CYFIP2	-1	-0.37826
VSIG1	0	-0.378279
AHSP	0	-0.378338
TIPIN	-1	-0.378353
LOC100132006	0	-0.378379
RNF128	0	-0.378381
CT45A5	0	-0.378412
ACTL9	0	-0.378413
TEAD2	-1	-0.378421
PAPOLB	-1	-0.378425
MRPL1	-1	-0.378428
ARHGAP18	-1	-0.378452
CTSV	0	-0.378482
MGC50722	0	-0.378488
ALOX12	-1	-0.37852
ARGLU1	-1	-0.378556
SLC39A11	-1	-0.378608
NSF	-1	-0.378656
DEFB104B	0	-0.378746
ZNF514	-1	-0.378758
CXorf22	0	-0.378786
CBLN3	-1	-0.378804
AARS2	-1	-0.37902
TTC38	-1	-0.379042
DPF3	-1	-0.379043
MAPK11	-1	-0.379107
LOC157562	0	-0.379159
UGT8	-1	-0.379223
IFNA1	-1	-0.379238
RNF152	-1	-0.379245
AKAP12	-1	-0.379257
IL17REL	-1	-0.379257
STK4	-1	-0.379295
CYP4X1	-1	-0.379351
SAMD7	-1	-0.379384
FNDC8	-1	-0.37939
PRKAR2B	-1	-0.379449
NUP54	-1	-0.37946
MASTL	-1	-0.37948
C14orf159	0	-0.379484
PLEKHG4B	-1	-0.379511
C2orf78	-1	-0.379513
FMR1NB	0	-0.379555
ENKD1	0	-0.379565
AKR1B1	-1	-0.37958
TRB	0	-0.379596
NYAP1	0	-0.379597
GPX8	-1	-0.379611
GSG1	-1	-0.379649
GADL1	-1	-0.379681
SYN2	-1	-0.379685
RAB3GAP1	-1	-0.379719
CD300C	-1	-0.379724
LIN52	-1	-0.37973
STH	0	-0.379811
TBC1D31	0	-0.37983
GABRB2	-1	-0.379831
S100A7	-1	-0.379862
GZMK	-1	-0.379887
GUCA2A	-1	-0.379904
C10orf11	0	-0.379918
LOC729461	0	-0.379958
SSU72	-1	-0.380007
ERVFRD-1	0	-0.380022
OR2A4	0	-0.380024
OR5H1	-1	-0.380067
CSF2RA	0	-0.380105
C9orf57	-1	-0.380113
TMEM249	0	-0.380168
CADM1	-1	-0.380175
BMP5	-1	-0.38021
PHACTR1	-1	-0.380231
LRRC34	-1	-0.380242
TAS2R31	0	-0.380293
ANAPC5	-1	-0.380305
SIGLEC8	-1	-0.380318
FOXR2	0	-0.380368
POLRMT	-1	-0.380373
PCDHB2	0	-0.380381
CNTN2	-1	-0.380474
CDH2	-1	-0.380476
HPN	-1	-0.380543
CCSAP	0	-0.380619
LPAR3	-1	-0.380652
ITIH6	0	-0.380744
DDX53	0	-0.380753
FCN3	-1	-0.380797
PLEKHS1	0	-0.380797
FAM124B	-1	-0.380859
TBC1D3H	0	-0.380878
RGS12	-1	-0.380924
NTHL1	-1	-0.380945
DLX5	-1	-0.380959
GPX1	-1	-0.381025
DOCK7	-1	-0.381041
CASC1	-1	-0.381086
FRMD4A	-1	-0.38114
LAMP3	-1	-0.381156
NOS3	-1	-0.381179
AFF2	0	-0.381186
NPHS2	-1	-0.381227
TDRD6	-1	-0.381273
TMEM255A	0	-0.381322
CD69	-1	-0.381345
PANX2	-1	-0.381388
HAP1	-1	-0.381395
HORMAD2	-1	-0.38141
IFNA8	-1	-0.38147
GPSM3	0	-0.381474
CSAG2	0	-0.381477
MTMR6	-1	-0.381569
OR11H6	-1	-0.381613
GPR119	0	-0.381646
TEX38	0	-0.381655
SYTL4	0	-0.38174
RARS2	-1	-0.381762
GALNT4	0	-0.381769
PJA1	0	-0.381773
NDFIP2	-1	-0.381774
IL13RA2	0	-0.381778
SIM1	-1	-0.381787
GNPDA1	-1	-0.381812
ZNF546	-1	-0.381834
IGF2BP1	-1	-0.381963
PAX5	-1	-0.381981
ZNF541	-1	-0.382013
SHISA8	0	-0.382027
SCUBE1	-1	-0.382036
ZNF808	-1	-0.38208
CSMD3	-1	-0.382157
LOC100289058	0	-0.382177
DPH2	-1	-0.382181
BBS1	-1	-0.382187
KIN	-1	-0.382203
OR11A1	0	-0.382228
DPYSL5	-1	-0.382281
C8orf4	0	-0.382293
FAM118A	-1	-0.382321
NIPA1	-1	-0.382364
BPIFB1	0	-0.382381
CIRBP	-1	-0.38253
C3orf52	-1	-0.382545
TMEM180	0	-0.382547
CST6	-1	-0.382581
RAG2	-1	-0.38259
GPATCH4	-1	-0.3826
NOBOX	-1	-0.382631
PAK7	0	-0.382645
GPR162	-1	-0.382743
KIF26B	-1	-0.382761
UNC80	0	-0.382766
FBXO16	-1	-0.382796
SNAI2	-1	-0.382815
PRKCQ	-1	-0.382817
PNMA5	0	-0.382818
TCL1B	-1	-0.382911
MRC2	-1	-0.382955
SMCO3	0	-0.382985
KRT37	-1	-0.383009
SLC17A1	1	-0.383041
ZBTB48	-1	-0.383066
ZNF737	0	-0.383125
SMUG1	-1	-0.383185
TRIM31	0	-0.383206
ZNF679	-1	-0.383251
APBB1	-1	-0.383276
LOC285835	0	-0.383333
PHF13	-1	-0.383385
FAM154A	0	-0.383402
ST6GALNAC1	-1	-0.383416
TMEM99	-1	-0.383417
MAGEA8	0	-0.383459
ITGB7	-1	-0.383462
HDAC6	0	-0.383472
TBC1D4	-1	-0.383511
RAB32	-1	-0.383524
CDH10	-1	-0.383561
LOC152286	0	-0.383593
CYP19A1	-1	-0.383661
KCTD4	-1	-0.383695
TRIM64C	0	-0.383739
UFSP1	-1	-0.383785
RS1	0	-0.383803
KMT2D	0	-0.383809
RNASEH2B	-1	-0.383816
RUSC1-AS1	0	-0.383855
SAMD1	-1	-0.383862
TTC32	-1	-0.383928
GPIHBP1	-1	-0.384004
PHF5A	-1	-0.384023
SFXN1	-1	-0.384027
TJP2	-1	-0.38405
PLEKHF2	-1	-0.384059
SFTPB	-1	-0.384071
NLRP5	-1	-0.384078
IYD	-1	-0.384083
LST1	0	-0.384096
MINPP1	-1	-0.384109
DCDC1	-1	-0.384123
GAS2	-1	-0.38413
SARS2	-1	-0.384141
CCNB2	-1	-0.384189
ABCB5	-1	-0.384249
BPIFA1	0	-0.384278
PTPRO	-1	-0.384308
C5orf49	-1	-0.384319
AMDHD2	-1	-0.384325
ACADS	-1	-0.384329
HOXB2	-1	-0.38442
MAP2K2	-1	-0.384484
EXD2	0	-0.384498
RDH12	-1	-0.384557
CEP128	0	-0.384567
TMEM57	0	-0.384595
KHDRBS2	-1	-0.384614
CCSER1	0	-0.384679
MCTP2	-1	-0.384694
ZNF781	-1	-0.384734
CRNN	-1	-0.384744
LRRC37A2	0	-0.38481
CACNA1A	-1	-0.384841
SIRPB2	-1	-0.384926
C12orf39	0	-0.384938
KLHL8	-1	-0.384972
CCL8	-1	-0.385064
WDR88	-1	-0.385081
OR6C65	-1	-0.385086
GNGT1	-1	-0.385096
BPY2	0	-0.385103
CTF1	-1	-0.385111
LRRC30	-1	-0.385138
ZNRF3	-1	-0.385178
HRG	-1	-0.38525
POGLUT1	0	-0.385293
FAM127B	0	-0.385298
JOSD2	-1	-0.38537
SSMEM1	0	-0.385403
FDXACB1	-1	-0.385441
MBNL3	0	-0.385478
TMEM205	-1	-0.385491
NUF2	-1	-0.385548
NRTN	-1	-0.385553
FUT11	-1	-0.385622
KCND3	-1	-0.385632
VWCE	-1	-0.385634
RNF150	-1	-0.385642
ADPRHL1	-1	-0.385643
QPCTL	-1	-0.385661
DPYSL2	-1	-0.38574
KIAA1407	0	-0.385745
PTGER1	-1	-0.385807
FCF1	-1	-0.385828
LAMP5	0	-0.385852
OR4M2	0	-0.385866
FAM13C	-1	-0.385964
PPT1	-1	-0.385986
TSNAXIP1	-1	-0.386029
SNN	-1	-0.386045
PAGE4	0	-0.386066
KRTAP6-3	-1	-0.38608
LRFN2	-1	-0.386149
ARHGAP42	0	-0.386189
DPAGT1	-1	-0.386211
SOWAHA	0	-0.386215
RPS6KA6	0	-0.386274
TNFAIP8L3	-1	-0.386275
SLC2A13	-1	-0.38628
MYO18A	-1	-0.386305
GPR98	0	-0.386306
FBLN2	-1	-0.386311
CHMP4C	-1	-0.386337
DGKG	-1	-0.386349
CES1	-1	-0.386359
CARF	0	-0.386371
IRF4	-1	-0.386403
PMS2	-1	-0.386497
LOC158434	0	-0.386534
CASS4	-1	-0.386538
CDK3	-1	-0.386557
SH3BGRL2	-1	-0.386615
MUC3	0	-0.386659
SPATA21	-1	-0.386661
CC2D2A	-1	-0.386671
RAB6B	-1	-0.386701
MIA3	-1	-0.386712
UHMK1	-1	-0.386714
DNASE2B	-1	-0.386734
ATF7IP	-1	-0.386735
VASH2	-1	-0.386802
SAV1	-1	-0.386987
TMEM123	-1	-0.387001
STPG1	0	-0.387007
LOC644634	0	-0.387067
UBE2T	-1	-0.387215
HSF5	-1	-0.387221
CD28	-1	-0.387235
POLR3G	-1	-0.387264
TBC1D8	-1	-0.387271
KLHL6	-1	-0.38732
GRM4	-1	-0.387372
TFF2	-1	-0.387404
ANKRD45	-1	-0.387437
NBPF6	0	-0.387456
BRPF3	-1	-0.387471
TEC	-1	-0.387538
NDUFAF7	0	-0.387551
GALR2	-1	-0.387555
HSPA1B	0	-0.387585
ADAL	-1	-0.387605
FREM2	-1	-0.387655
OR51D1	-1	-0.387685
CALR3	-1	-0.387806
MDP1	0	-0.387833
PRY2	0	-0.387836
PKD1L2	-1	-0.38789
C11orf74	-1	-0.387896
FOXN3	-1	-0.387943
KCNE1L	0	-0.388
XKR4	-1	-0.388016
P2RY4	0	-0.388065
TRIM74	0	-0.388074
LRRN3	-1	-0.388095
ROR2	-1	-0.388101
FAXDC2	0	-0.388121
CXorf64	0	-0.388133
LRRC14	-1	-0.388204
DLX3	-1	-0.388209
ADCK4	0	-0.388227
AGMO	0	-0.388238
NUDT13	-1	-0.388248
LOC100130654	0	-0.388255
TMEM244	0	-0.388261
TGIF2LY	0	-0.388278
SCPEP1	-1	-0.388387
SMIM10	0	-0.388389
CHRNE	-1	-0.388512
HECTD3	-1	-0.388556
BRWD3	0	-0.388557
RPL18	-1	-0.388609
KLHL23	-1	-0.388634
ANKRD53	-1	-0.388689
C3orf33	-1	-0.388697
MTPN	-1	-0.388777
ARHGEF7	-1	-0.38883
NDN	-1	-0.388846
NDP	0	-0.388872
BCL2L14	-1	-0.388895
RXFP1	-1	-0.38891
FAM131C	-1	-0.388933
C19orf47	-1	-0.388999
TDRD1	-1	-0.389001
VPS11	-1	-0.389005
NPFFR1	-1	-0.389077
NT5M	-1	-0.389112
LEMD2	-1	-0.389175
ZNF599	-1	-0.389193
ABHD14B	-1	-0.389194
YPEL4	-1	-0.389236
NBPF14	0	-0.389281
SPATA1	-1	-0.389286
TRAPPC2	0	-0.389287
ZCCHC16	0	-0.389294
OR5K4	-1	-0.389337
CDKN2AIPNL	-1	-0.389369
FBXL4	-1	-0.38939
IFIT1B	0	-0.389398
DDI1	-1	-0.389417
PLGLB1	0	-0.389539
RAD51	-1	-0.389644
C12orf77	0	-0.389662
KDM5A	0	-0.389735
CDPF1	0	-0.389763
ZNF197	-1	-0.389784
OR5K2	-1	-0.389814
DNAH12	0	-0.389833
SYT3	-1	-0.389945
PKD2	-1	-0.389954
GPR35	-1	-0.389958
FGF21	-1	-0.389959
KRTAP23-1	-1	-0.389999
C1QTNF9B-AS1	0	-0.390004
RRNAD1	0	-0.390046
MROH9	0	-0.390093
EHHADH	-1	-0.390127
LOC391322	0	-0.39013
SLC7A4	-1	-0.390136
NLRP11	-1	-0.390272
KIAA1984	0	-0.390356
TRIM34	0	-0.390462
PSMG3	-1	-0.390462
TCEAL7	0	-0.390463
FAM101A	0	-0.390472
CUZD1	-1	-0.39053
TSPAN3	-1	-0.390549
PARP3	-1	-0.390556
ARID3C	-1	-0.390591
RSRC1	-1	-0.390593
GSTT1	0	-0.390597
ST7L	-1	-0.390603
CALM1	-1	-0.390609
PACSIN2	-1	-0.39062
TPH2	-1	-0.390677
WDR62	-1	-0.390694
ARHGEF39	0	-0.390698
GOLM1	-1	-0.390707
MTG1	-1	-0.390803
SENP1	-1	-0.39082
RBM41	0	-0.390861
ZC3H12D	-1	-0.390878
CCHCR1	0	-0.390928
GSAP	0	-0.390954
ANP32D	-1	-0.390967
OR51A4	-1	-0.390973
LAT	-1	-0.39101
BBOX1	-1	-0.391013
ZNF99	-1	-0.391099
NFIB	-1	-0.391126
ARSF	0	-0.3912
SLC22A3	-1	-0.391254
DBN1	-1	-0.391257
SIX3	-1	-0.391377
AKT1S1	-1	-0.391394
DDX4	-1	-0.391421
RAB40A	0	-0.391464
LOC100130357	0	-0.391553
HIST1H1A	1	-0.391572
LCE4A	-1	-0.391625
ATG16L2	-1	-0.391641
OR52R1	-1	-0.391649
LYPD1	-1	-0.391682
NOTCH2NL	-1	-0.391682
ENPP5	-1	-0.391705
CTSF	-1	-0.391775
VGLL2	-1	-0.391831
POLE2	-1	-0.391851
ARMS2	0	-0.391852
PCDH11Y	0	-0.39188
POU2AF1	-1	-0.39193
ATAD3B	-1	-0.391942
FZD8	-1	-0.392048
THBS3	-1	-0.392078
LPCAT3	-1	-0.392082
LOC644504	0	-0.392101
XAGE1B	0	-0.392151
NCKAP5	0	-0.392167
ANKRD34B	-1	-0.392181
RNF157	-1	-0.392243
SNAPC3	-1	-0.392261
CREB3L2	-1	-0.392283
JRKL	-1	-0.392335
FAM209A	0	-0.392411
B4GALT6	-1	-0.392415
AMELX	0	-0.392419
TRIM9	-1	-0.392441
NDRG4	-1	-0.392465
TNFRSF21	-1	-0.392484
GAGE5	0	-0.392588
TRH	-1	-0.392589
CISD1	-1	-0.392654
SLC13A1	-1	-0.392656
TMEM196	-1	-0.392677
CYP2C9	-1	-0.392709
CLHC1	0	-0.392725
ATP6	0	-0.392774
BEND6	-1	-0.392889
RFTN2	-1	-0.392899
SF3B3	-1	-0.392918
SOX4	-1	-0.393035
CTIF	0	-0.393068
PHLDA2	-1	-0.393128
GIMAP8	-1	-0.393165
ST3GAL4	-1	-0.393271
SLC16A2	0	-0.393273
USP54	-1	-0.39329
RAB37	-1	-0.393293
IL27RA	-1	-0.393321
TRAIP	-1	-0.393324
CD7	-1	-0.39342
LOC100129406	0	-0.393442
TLR1	-1	-0.393477
NXF5	0	-0.393496
HTR1A	-1	-0.393531
ARL2	-1	-0.393711
SOX3	0	-0.393777
SSBP1	-1	-0.393787
MCM9	-1	-0.39381
HOXB6	-1	-0.393835
KIAA1143	-1	-0.393871
CCL20	-1	-0.393991
CHD9	-1	-0.394011
MS4A3	-1	-0.394028
KIR2DS3	0	-0.394161
ERVV-1	0	-0.394295
CDK2	-1	-0.394309
GAR1	-1	-0.39431
FAM153A	-1	-0.394378
DEFB106A	0	-0.394386
KCTD12	-1	-0.394424
EMID1	-1	-0.394445
TOR2A	-1	-0.394487
ANGPTL5	-1	-0.394496
PDIA6	-1	-0.394501
GNL1	0	-0.394568
FGB	-1	-0.394569
PDE7B	-1	-0.394583
RPS19BP1	-1	-0.394628
APOC3	-1	-0.394639
KRT38	-1	-0.394658
RAPGEF4	-1	-0.394724
ATG13	0	-0.394733
SLC25A52	0	-0.394735
TMA16	0	-0.394763
MRPL52	-1	-0.394773
SPATC1	-1	-0.394838
DDX55	-1	-0.394847
SRBD1	-1	-0.394867
CCDC107	-1	-0.394892
RIF1	-1	-0.394949
OR10H4	-1	-0.394967
VEZT	-1	-0.395005
GGTLC2	-1	-0.395088
A2M	-1	-0.395126
AMICA1	0	-0.39518
WBSCR28	0	-0.395188
CD82	-1	-0.395191
ATP6V1A	-1	-0.395209
SECISBP2	-1	-0.395212
ACBD4	-1	-0.395231
C1orf192	0	-0.395276
DKK4	-1	-0.395306
OR2D3	-1	-0.395326
C16orf71	-1	-0.395335
UGT1A6	0	-0.395344
C3orf79	0	-0.395356
ROR1	-1	-0.395366
NCAPG	0	-0.395381
DKFZP586B0319	0	-0.395427
FAM104B	0	-0.395468
TTN	-1	-0.395469
MOBP	-1	-0.395483
OR4N4	0	-0.395513
FABP9	-1	-0.39558
GAS2L2	-1	-0.395586
LOC283658	0	-0.395598
LSP1	-1	-0.395625
VCX	0	-0.395639
LOC147646	0	-0.395685
COPG2	-1	-0.395705
C11orf91	-1	-0.395708
HYAL1	-1	-0.395764
NR2C1	-1	-0.395831
MRC1	-1	-0.395922
LSM5	-1	-0.395934
LOC100131860	0	-0.395987
CRLS1	-1	-0.396135
PNLIPRP1	-1	-0.396207
MCC	-1	-0.396272
IL1RAPL1	0	-0.396365
VAMP4	-1	-0.396394
LYPD5	-1	-0.396397
C5orf24	-1	-0.396465
GRIN3B	-1	-0.396495
CXCR3	0	-0.39662
GPR173	0	-0.396631
CIR1	0	-0.396693
XPA	-1	-0.39673
SULT1C3	-1	-0.39674
ARHGAP6	0	-0.396761
NLGN4Y	0	-0.396769
GPR26	-1	-0.396792
WDR44	0	-0.396877
TAC3	-1	-0.396972
ELFN1	0	-0.396977
MNX1	-1	-0.397079
KIAA0922	0	-0.397165
OR4A16	-1	-0.397175
TEF	-1	-0.397208
ZNF335	-1	-0.397236
TOX2	0	-0.397237
ECT2	-1	-0.397246
CCL4L1	0	-0.397277
ERCC5	-1	-0.397307
OR10A3	-1	-0.397324
FAM3B	-1	-0.397366
LHX4	-1	-0.397435
YME1L1	-1	-0.397441
FGF3	-1	-0.397465
LOC100131195	0	-0.397468
PCDHGC4	0	-0.397478
OR2G6	-1	-0.397498
THBS4	-1	-0.397511
FOXA2	-1	-0.397521
FGF14	-1	-0.397559
SNRK	-1	-0.397631
LINGO2	-1	-0.397786
TLR7	0	-0.397792
GPNMB	-1	-0.397838
RFT1	-1	-0.397845
NOMO3	-1	-0.397856
APBA3	-1	-0.397893
ANP32C	0	-0.39793
MAP2K5	-1	-0.397956
RERG	-1	-0.397999
INTS3	-1	-0.398028
GLIS3	-1	-0.398046
OR52D1	-1	-0.398052
ZFP57	0	-0.398064
CYP3A43	-1	-0.398065
CYP2B6	-1	-0.398091
SFTPD	-1	-0.398098
CATSPER1	-1	-0.398159
ZNF493	-1	-0.398187
MARVELD3	-1	-0.398216
EMC9	0	-0.398311
TAS2R46	0	-0.398315
PATL2	0	-0.398328
AQP6	-1	-0.398362
HCN1	-1	-0.39837
RFPL1	-1	-0.398396
ADCK2	-1	-0.398422
SLC4A5	-1	-0.398428
PDZRN4	-1	-0.398431
ANGPTL6	-1	-0.398566
KLHDC8B	-1	-0.398598
STX5	-1	-0.39861
TEX35	0	-0.398654
RASAL3	-1	-0.398664
FAP	-1	-0.398682
RBM27	-1	-0.398712
ESRRG	-1	-0.39872
GBP6	-1	-0.398737
LTA	0	-0.398819
HACE1	-1	-0.398825
PSMA8	-1	-0.398833
FAM213A	0	-0.39884
TPSG1	-1	-0.398871
SPRR3	-1	-0.398944
PDYN	-1	-0.398963
SPACA7	0	-0.398989
POC1A	0	-0.399049
GRK4	-1	-0.399063
OR4K2	0	-0.399068
LHX2	-1	-0.399073
ATP6V0D2	-1	-0.399082
TP53TG5	0	-0.399106
MATK	-1	-0.399224
SUMO4	-1	-0.399357
C22orf39	-1	-0.399484
RINL	-1	-0.39949
PIGG	-1	-0.399503
DYX1C1	0	-0.399562
PPAPDC1B	0	-0.399603
MTHFSD	-1	-0.399618
TMEM213	-1	-0.39968
ZNF266	-1	-0.399685
C19orf33	-1	-0.399745
TTLL3	-1	-0.399749
SV2C	-1	-0.399796
TMEM257	0	-0.399803
NUPL2	-1	-0.399891
SLC31A1	-1	-0.399903
SLC37A4	-1	-0.399912
SLC9A2	-1	-0.399917
ZNF747	-1	-0.39994
C2orf71	0	-0.399998
C7orf71	0	-0.400016
WDPCP	0	-0.40003
TLX2	-1	-0.400033
IL12A	-1	-0.400056
B4GALT1	-1	-0.400069
FOXI2	-1	-0.400117
KCNS3	-1	-0.400234
ARSE	0	-0.400262
ATP8B3	-1	-0.400274
ZNF684	-1	-0.400322
BHLHE22	-1	-0.400461
FUT2	-1	-0.400496
TMEM217	-1	-0.400501
GUCY1A3	0	-0.400511
SPINK6	-1	-0.400587
DLX2	-1	-0.4006
CLDN2	0	-0.400613
ARHGAP39	0	-0.40062
GOSR1	-1	-0.400638
ADRB2	-1	-0.400673
CRYGB	-1	-0.400682
RCBTB2	-1	-0.400722
GDF1	-1	-0.400738
OR8J1	-1	-0.400774
DNTT	-1	-0.400791
TMX3	-1	-0.400798
TRANK1	0	-0.400804
STEAP2	-1	-0.400842
BIRC7	-1	-0.40085
NBPF8	0	-0.400884
SLC14A1	-1	-0.400887
PALM2-AKAP2	0	-0.400892
MGAT5	-1	-0.400899
CDX4	0	-0.400907
DNAJB12	-1	-0.400915
ACN9	0	-0.400937
BTN2A2	1	-0.400982
SPATA31A3	0	-0.401064
UBE2E3	-1	-0.401124
CTBP2	-1	-0.401136
ACOXL	-1	-0.401143
IL1F10	-1	-0.401167
VASN	-1	-0.401197
ERN2	-1	-0.401208
BMX	0	-0.401291
IMPG2	-1	-0.4013
MAP1S	-1	-0.401385
OR2C1	-1	-0.40145
LPAR4	0	-0.401484
HIGD2A	-1	-0.401505
KEL	-1	-0.401514
DOK5	-1	-0.401599
DES	-1	-0.401603
TNFRSF9	-1	-0.401612
OR4C45	-1	-0.401752
SPRR2B	-1	-0.401784
PARP9	-1	-0.401786
TRIM49B	0	-0.401793
C15orf38	0	-0.401808
CTXN2	0	-0.401822
CSAG1	0	-0.401831
LYSMD1	-1	-0.40188
BPIFA2	0	-0.401903
CPE	-1	-0.401909
MCM7	-1	-0.401969
CNRIP1	-1	-0.402009
C6orf25	0	-0.40202
IGL	0	-0.402028
S100A12	-1	-0.402044
ITPKB	-1	-0.402056
TRMT10B	0	-0.402092
EDNRB	-1	-0.402118
CCDC135	0	-0.402149
LRRC37A	0	-0.402206
NEURL	0	-0.402235
FAM133A	0	-0.402239
ORM1	-1	-0.402249
ISLR	-1	-0.402266
LOC100128198	0	-0.402266
ZNF676	-1	-0.402271
STAP1	0	-0.402281
PCDHGA2	0	-0.402336
KLF8	0	-0.402362
GPD2	-1	-0.402382
IAPP	-1	-0.402484
LOC100128108	0	-0.402497
OR52K1	-1	-0.402547
APOC2	0	-0.402588
ATRIP	0	-0.402626
LOR	-1	-0.402636
GLRA3	-1	-0.402636
SLITRK5	-1	-0.40267
UCN	-1	-0.402721
ISG20	-1	-0.402752
GALNT2	-1	-0.402759
ZNF883	0	-0.40278
DPEP1	-1	-0.40281
MECR	-1	-0.402828
KBTBD4	-1	-0.402853
PSORS1C2	0	-0.402859
HAS3	-1	-0.40295
VPREB3	-1	-0.402986
ABCG2	-1	-0.402988
CXCR6	-1	-0.403012
LAP3	-1	-0.403013
OR5T2	-1	-0.403019
PRDM15	-1	-0.403044
C16orf46	-1	-0.403063
ASCC2	-1	-0.403082
PAF1	-1	-0.40309
FGFBP1	-1	-0.403173
KANSL2	0	-0.403208
GCSAM	0	-0.403294
OR52I2	-1	-0.403404
MEX3B	0	-0.403441
RPS29	-1	-0.403492
TTLL9	-1	-0.403515
MAGEC1	0	-0.403576
NAIP	0	-0.403587
NDUFS6	-1	-0.403596
INPP5F	-1	-0.403623
CXorf51A	0	-0.403636
LOC727961	0	-0.403655
C9orf64	-1	-0.403661
PTPRZ1	-1	-0.403693
UBQLNL	-1	-0.403781
TMSB4X	0	-0.403786
PLAC1	0	-0.403851
GPR107	-1	-0.403863
MMP1	-1	-0.403865
NFE4	0	-0.403897
AGXT	-1	-0.403936
ZNF528	0	-0.403997
SMPX	0	-0.404011
