Gene,Chr,Gene Start,Gene End,Gene Score,nSNPs,TopSNP P-Value,Gene ReScorePR
DPYSL5,2,26924660,27026723,0.6504398999999998,33,0.019710299999999997,2.5117397638310418e-06
MTMR3,22,28609157,28756857,1.2420387,63,0.0197149,9.059665238626337e-06
C6orf141,6,49626337,49637584,0.3156064,16,0.0197254,6.526912162787135e-06
PARD6G,18,76041995,76106388,0.473772,24,0.0197405,1.5120723046362103e-06
RUNDC3B,7,87126346,87297691,0.9082745999999999,46,0.019745099999999998,6.289378503894553e-05
LRRC36,16,65938779,65976602,0.513851,26,0.0197635,3.6054088403862298e-06
FER1L5,2,96723823,96734351,0.1779462,9,0.0197718,1.9171987460964342e-06
F13A1,6,6089309,6265923,3.8957144,197,0.0197752,0.00018759034673766545
CUEDC1,17,53295335,53387683,0.9493392,48,0.0197779,6.234331535152045e-05
TRPC3,4,123019881,123092359,0.5538904,28,0.0197818,4.297132753247035e-05
FUBP1,1,78186178,78217365,0.395796,20,0.0197898,0.395796
TDRD9,14,103511478,103588757,0.5147740000000001,26,0.019799,0.5147740000000001
ST8SIA4,5,100248913,100266869,0.23793480000000003,12,0.019827900000000002,9.163140336934699e-06
SLC23A3,2,219734424,219743030,0.2776172,14,0.0198298,0.2776172
NHEJ1,2,219740895,219742372,0.2776172,14,0.0198298,0.2776172
PPP1R3A,7,113304117,113346318,0.4762248,24,0.0198427,1.3150804985517972e-06
ACSM1,16,20542059,20616567,0.6746993999999998,34,0.019844099999999996,9.965508252970747e-06
DTX1,12,111980044,112020216,0.5756413,29,0.0198497,3.5670130498733254e-06
UTP6,17,27214302,27252842,0.2582489,13,0.0198653,1.4502912692724192e-05
CLIC4,1,24944464,25041665,0.7351012,37,0.0198676,3.942835617723998e-05
PTPN7,1,200385601,200394200,0.37752430000000003,19,0.0198697,0.37752430000000003
CSHL1,17,59340708,59342350,0.07953160000000001,4,0.019882900000000002,1.9545086062164543e-05
FER1L6,8,124933407,125201483,3.0034050999999997,151,0.019890099999999997,8.734543519862358e-05
NKD1,16,49139741,49226142,0.6566175,33,0.0198975,3.7612455158941196e-06
ICOS,2,204509747,204534543,0.597105,30,0.0199035,3.4081702153249465e-05
PCSK5,9,78113381,78164623,1.1958600000000001,60,0.019931,5.987324007339671e-05
KCNH5,14,62486288,62638337,1.4157471,71,0.0199401,4.813981530869191e-05
CDC14B,9,98302215,98421933,0.6381151999999999,32,0.019941099999999996,7.297077463716751e-05
PATZ1,22,30066664,30072249,0.2593799,13,0.0199523,2.4089462675287947e-05
TRIB3,20,309307,326203,0.4190382,21,0.019954200000000002,0.4190382
SSBP2,5,80751427,81082828,2.2191564,111,0.0199924,2.2191564
PRPF38B,1,109036454,109045945,0.080092,4,0.020023,1.1768337802738797e-06
GPHA2,11,64458518,64459936,0.1403024,7,0.0200432,0.1403024
PLEKHG4,16,65870992,65880904,0.22054120000000005,11,0.020049200000000003,0.22054120000000005
KCTD19,16,65880893,65918162,0.22054120000000005,11,0.020049200000000003,0.22054120000000005
KCNC1,11,17714070,17761178,0.5819227,29,0.0200663,4.970622543733571e-05
PSMA2,7,42924210,42938330,0.4817496,24,0.0200729,1.4930201126723843e-06
MRPL32,7,42938526,42943978,0.2408748,12,0.0200729,5.962434606744542e-07
SLC39A11,17,68348221,68600410,3.4326198,171,0.0200738,0.0005783542042651188
PSEN1,14,72684427,72756862,0.5421465,27,0.0200795,3.3698614499771397e-06
CD164,6,109794413,109810340,0.26115829999999995,13,0.0200891,3.9320163100837155e-06
OR13G1,1,245902042,245902966,0.30165,15,0.02011,0.30165
PROC,2,127893927,127903288,0.38253839999999995,19,0.020133599999999998,4.5075767634322255e-05
PCTP,17,51183354,51209747,0.7651566,38,0.0201357,4.261595001166985e-05
PLCG2,16,80376851,80512716,2.7603581999999998,137,0.0201486,0.00010959412189750675
PLCH2,1,2420042,2426824,0.24191880000000002,12,0.0201599,2.901693570530664e-05
PANK4,1,2429834,2447895,0.5039975,25,0.0201599,0.5039975
ABCG1,21,42579058,42588512,0.48396720000000004,24,0.0201653,0.48396720000000004
AMPD3,11,10480843,10485702,0.5654964,28,0.0201963,1.0665394705892142e-05
CFHR2,1,195179556,195194979,0.100999,5,0.0201998,8.09555208580922e-06
BUB1,2,111134917,111152135,0.18183060000000004,9,0.020203400000000003,3.397313196427526e-06
C4BPA,1,205344229,205384940,0.5051475000000001,25,0.020205900000000002,2.041613041273738e-06
OR10P1,12,54316942,54317884,0.5860001000000001,29,0.020206900000000003,7.570334083436674e-06
CTCF,16,66219773,66230572,0.12124499999999999,6,0.0202075,3.183500022452488e-07
MAP3K10,19,45396121,45413314,0.30372899999999997,15,0.0202486,7.1614021982666e-07
TTC9B,19,45413804,45416138,0.24298319999999998,12,0.0202486,0.24298319999999998
CNTD2,19,45419961,45424404,0.28348039999999997,14,0.0202486,8.072135972282284e-07
BCAS4,20,48844873,48927121,1.2763989,63,0.0202603,8.816969188866126e-05
ZNF215,11,6909900,6962437,0.8716315,43,0.0202705,1.0609700667179519e-05
MN1,22,26474264,26527486,1.0340403,51,0.0202753,4.1537456232753954e-05
ANAPC13,3,135679239,135687521,0.1623352,8,0.0202919,2.8996485026101776e-07
IDH3A,15,76239366,76249939,0.3044175,15,0.0202945,0.3044175
ACSBG1,15,76250241,76313954,1.0350195,51,0.0202945,8.757748807525827e-05
FSHR,2,49063740,49235134,2.598592,128,0.0203015,2.598592
HRG,3,187866491,187878717,0.406034,20,0.0203017,2.60992390214957e-05
LRRC31,3,171039722,171070354,0.4264428,21,0.0203068,0.4264428
HDAC4,2,239773120,239823297,1.1578524,57,0.0203132,1.9725301249592554e-05
GRHL1,2,10018625,10059856,0.9166409999999998,45,0.020369799999999997,0.9166409999999998
GFRA1,10,117812942,118022966,3.2185705999999996,158,0.0203707,0.00030147621959121653
TXNDC5,6,7959213,8009646,1.0595884,52,0.0203767,0.00010502029908179619
PCSK1,5,95751874,95794708,0.7744096,38,0.0203792,0.00010143594387348131
BPNT1,1,218297723,218329814,0.24455519999999997,12,0.020379599999999998,1.2497474625720647e-05
FAM71C,12,98565665,98567957,0.2854502,14,0.0203893,1.6297766329021572e-06
EPO,7,100156358,100159259,0.203984,10,0.0203984,1.839187539534744e-05
POU3F2,6,99389300,99393387,0.22464420000000002,11,0.0204222,1.879305708191634e-05
ZBTB7B,1,153253547,153257623,0.22467720000000002,11,0.0204252,0.22467720000000002
DCST2,1,153257626,153272881,0.3676536,18,0.0204252,0.3676536
TSPAN14,10,82204017,82272371,0.8579675999999999,42,0.0204278,5.750769879276254e-06
C1QTNF8,16,1078226,1086245,0.306522,15,0.0204348,0.306522
L2HGDH,14,49778901,49848697,0.572292,28,0.020439,0.572292
GLRA3,4,175799772,175987040,2.04511,100,0.0204511,0.00023157250372321905
ZBTB38,3,142643920,142647508,0.16362320000000002,8,0.020452900000000003,0.16362320000000002
LRRC19,9,26983585,26995670,0.12274680000000002,6,0.0204578,0.12274680000000002
FLNC,7,128257718,128286564,0.4913712,24,0.0204738,3.44062521903466e-05
ATP6V1F,7,128290133,128293138,0.28663320000000003,14,0.0204738,2.5713423455844566e-06
SLC4A5,2,74305474,74414812,1.1469696,56,0.0204816,1.1469696
ALKBH5,17,18028794,18053992,0.5326957999999999,26,0.020488299999999997,6.204332886766914e-05
ARL13B,3,95181671,95256813,0.5532165,27,0.0204895,0.5532165
STX19,3,95215918,95216803,0.26636350000000003,13,0.0204895,0.26636350000000003
CCNB2,15,57184611,57204536,0.20491099999999998,10,0.020491099999999998,1.4333203246259973e-06
COPG2,7,129933315,130004138,0.81986,40,0.0204965,6.0717846443662836e-05
ETS2,21,39099718,39118748,0.5330389999999999,26,0.0205015,6.42289196424605e-05
QRFPR,4,122480737,122521631,0.9227115,45,0.0205047,1.4777248342968734e-05
CYS1,2,10116316,10137989,0.4518624,22,0.0205392,4.195553827776057e-06
BBOX1,11,27033500,27105930,0.7805124,38,0.0205398,7.31160560923129e-05
SEC23A,14,38570873,38642188,0.6983973999999998,34,0.020541099999999996,1.0070697753160463e-05
CNGB3,8,87655276,87825017,2.0132434,98,0.0205433,2.0132434
DOT1L,19,2167164,2173881,0.14385209999999998,7,0.020550299999999997,0.14385209999999998
MYL1,2,210863112,210888140,0.41136599999999995,20,0.020568299999999998,4.097102051311423e-06
C18orf32,18,45262027,45271952,0.41142000000000006,20,0.020571000000000002,1.3244267706772817e-06
NID2,14,51549176,51605696,1.8732167999999998,91,0.020584799999999997,1.8732167999999998
TMEM86B,19,60429923,60432444,0.206013,10,0.0206013,0.206013
PXDNL,8,52394689,52884558,4.8628508,236,0.0206053,0.00046241965528374875
APOBEC1,12,7693262,7709769,0.39181039999999995,19,0.020621599999999997,1.1706327266931092e-05
CYB561,17,58863396,58877454,0.24755519999999998,12,0.020629599999999998,0.24755519999999998
BCHE,3,166973385,167037947,0.6808263,33,0.0206311,3.172578292918631e-05
SPRED2,2,65412624,65513160,1.279928,62,0.020644,1.279928
LEFTY1,1,224141858,224143459,0.206455,10,0.0206455,1.7534417017487932e-06
ATP8B3,19,1749759,1763270,0.30979350000000005,15,0.020652900000000002,0.30979350000000005
KRTAP5-10,11,70954256,70955314,0.4337802,21,0.0206562,0.4337802
HEPN1,11,124294355,124295783,0.18607050000000003,9,0.020674500000000002,0.18607050000000003
HEPACAM,11,124297745,124311518,0.43416450000000006,21,0.020674500000000002,1.3809160213869708e-06
C7,5,40945355,41018798,1.5092604,73,0.0206748,6.187095221036251e-05
SARS,1,109573536,109582308,0.31013399999999997,15,0.0206756,5.798057061483944e-06
LHX2,9,125813709,125835263,0.4551118,22,0.0206869,3.449704378813029e-05
NMS,2,100453375,100466174,0.5171825,25,0.0206873,0.5171825
WNT7A,3,13835082,13896619,1.3033251,63,0.0206877,0.00022286585396918762
GPR108,19,6680924,6688633,0.2482644,12,0.0206887,2.1192388085682877e-06
TRIP10,19,6690706,6702529,0.2896418,14,0.0206887,3.073723649648438e-05
CLTCL1,22,17563872,17583344,0.6413745,31,0.0206895,0.6413745
ETFB,19,56540220,56561484,0.3725064,18,0.0206948,0.3725064
CLDND2,19,56562163,56564069,0.2690324,13,0.0206948,0.2690324
BMP4,14,53486204,53493304,0.3312144,16,0.0207009,7.0263011581485824e-06
DAZL,3,16603304,16622010,0.310737,15,0.0207158,4.19182754764765e-06
SYT10,12,33419614,33484021,1.0778196,52,0.0207273,1.0778196
PPP2R5E,14,62987741,63079832,0.7256584999999999,35,0.020733099999999997,6.704197728564503e-05
OR5C1,9,124591032,124591995,0.145236,7,0.020748,0.145236
KRTAP4-12,17,36532870,36533945,0.12448859999999999,6,0.0207481,8.26173516026089e-06
LOXL1,15,72027188,72031531,0.373527,18,0.0207515,1.699542665293247e-05
CDC27,17,42550309,42621664,0.6018515,29,0.0207535,4.009987168060553e-05
ZNF564,19,12497539,12523317,0.2287208,11,0.0207928,0.2287208
SALL4,20,49833989,49852455,0.5198475,25,0.0207939,2.5368635160603765e-06
ITGAV,2,187163044,187253873,0.8945935,43,0.0208045,5.36171924647873e-05
AGPS,2,177965716,178116810,1.123767,54,0.0208105,1.6747521816453265e-05
DDX25,11,125279481,125298215,0.5204325,25,0.0208173,2.9205458106037128e-06
ZNF566,19,41630421,41672603,0.3748212,18,0.020823400000000002,5.062795540173716e-05
ZBTB43,9,128634609,128636013,0.25002240000000003,12,0.0208352,0.25002240000000003
CAPN7,3,15222736,15269427,0.5834612000000001,28,0.020837900000000003,2.1535673472704206e-05
PAPPA2,1,174698929,175078593,3.5636913,171,0.0208403,0.00031954010137120304
SLC7A14,3,171660035,171786557,1.5215098,73,0.0208426,4.683566590428631e-05
SOHLH2,13,35640353,35686676,0.8553092,41,0.0208612,0.00011896800127601276
SCUBE1,22,41963525,42069299,2.2766393999999996,109,0.020886599999999998,2.2766393999999996
SMARCC1,3,47602381,47798409,1.0444,50,0.020888,6.461067161120676e-05
PCNT,21,46578738,46594162,0.2507328,12,0.0208944,1.446138980100243e-05
ANKFN1,17,51585834,51915006,3.13707,150,0.0209138,3.13707
SYNJ2BP,14,69902965,69953560,0.690888,33,0.020936,2.3492067486768613e-05
LAMA5,20,60317515,60375763,0.6073325,29,0.020942500000000003,4.05322390907254e-05
GSS,20,32980438,33007262,0.39802339999999997,19,0.020948599999999998,5.761665720799313e-05
RRM2B,8,103288729,103320522,0.48197879999999993,23,0.020955599999999998,0.48197879999999993
GPR107,9,131931752,131939000,0.3353264,16,0.0209579,0.3353264
AGPAT3,21,44203942,44231903,0.37744199999999994,18,0.020968999999999998,2.1375705991757233e-05
TBX2,17,56832038,56841609,0.3774563999999999,18,0.020969799999999997,4.805851556662761e-06
MAGI2,7,77652757,77957273,6.337349199999999,302,0.0209846,0.00025947773097089344
ATXN10,22,44446580,44619493,2.0375626,97,0.021005799999999998,2.5094810427444822e-05
FST,5,52812351,52817661,0.2311089,11,0.0210099,2.24945239162662e-06
CYP4Z1,1,47305746,47356579,0.4622992,22,0.0210136,7.907604519186429e-06
PPP3CB,10,74873565,74925760,0.4833289,23,0.0210143,6.195183258511021e-05
RCBTB1,13,49004082,49057720,1.366118,65,0.0210172,0.0001386437702572249
TBCE,1,233597350,233678903,0.6096351000000001,29,0.021021900000000003,6.0380701810602215e-05
MAP3K7,6,91282073,91353628,0.7779509,37,0.0210257,0.7779509
AIF1L,9,132961732,132988360,0.5258325,25,0.0210333,2.3200319390956748e-05
TXK,4,47786252,47831030,0.52608,25,0.0210432,4.0992674494581454e-05
TEC,4,47832556,47966571,2.0622336000000003,98,0.0210432,0.0002778799904107541
EEF1G,11,62083683,62096790,0.210455,10,0.0210455,7.942526869934845e-06
TUT1,11,62099105,62101339,0.06313650000000001,3,0.0210455,8.902401566401575e-08
USP12,13,26540435,26644029,1.05245,50,0.021049000000000002,1.6767044264935224e-05
OR13C8,9,106371269,106372232,0.2526504,12,0.0210542,9.754937771705372e-07
ITCH,20,32414722,32562858,0.9474615,45,0.0210547,6.827289180047441e-05
NDUFS4,5,52892221,53014928,1.0952551999999998,52,0.021062599999999997,0.00014917319202827352
DSTN,20,17525342,17536652,0.42174,20,0.021087,3.3407644384539394e-05
LYPD5,19,48991918,49016648,0.6749568,32,0.0210924,0.6749568
NAT10,11,34083724,34125033,0.4641076,22,0.0210958,1.4717384411433565e-06
EME1,17,45812118,45813817,0.3375376,16,0.0210961,0.3375376
LRRC59,17,45813597,45829831,0.5063063999999999,24,0.0210961,5.1995504391218834e-06
SPC24,19,11118830,11127484,0.40083730000000006,19,0.021096700000000003,1.8468815464285828e-06
SLC30A6,2,32244436,32300313,0.5697783000000001,27,0.0211029,1.2526079945598571e-05
SP8,7,20790433,20791906,0.211317,10,0.0211317,0.211317
CNTNAP4,16,74907577,75150636,3.7403639999999996,177,0.021131999999999998,3.7403639999999996
RABGAP1,9,124743119,124792869,0.29597539999999994,14,0.021141099999999996,4.709387451275536e-05
GPX1,3,49369612,49370795,0.1480528,7,0.021150400000000003,5.858662839404096e-06
ALDOB,9,103223478,103237926,0.5710608,27,0.021150400000000003,0.000433114915628837
DPY19L2,12,62274133,62348621,0.25386240000000004,12,0.021155200000000002,0.25386240000000004
SLC6A11,3,10832916,10955146,1.9894348000000002,94,0.0211642,0.0002174918580112554
CD79A,19,47073029,47077279,0.29644580000000004,14,0.0211747,8.07916816297119e-06
NUDT22,11,63750313,63754064,0.254166,12,0.0211805,1.777043816466724e-06
DNAJC4,11,63755663,63757090,0.29652700000000004,14,0.0211805,5.020681417328253e-05
VEGFB,11,63758841,63762835,0.31770750000000003,15,0.0211805,1.4991422535720967e-06
FKBP2,11,63766163,63768262,0.254166,12,0.0211805,0.254166
PPP1R14B,11,63768526,63770989,0.254166,12,0.0211805,0.254166
RASGRP1,15,36567593,36644299,0.8051136,38,0.0211872,0.8051136
CASZ1,1,10642345,10677093,0.40290450000000005,19,0.021205500000000002,8.267420591188925e-05
ADORA3,1,111843573,111848266,0.36071619999999993,17,0.021218599999999997,6.920094557626662e-06
ZNF268,12,132268132,132289534,0.2547312,12,0.0212276,0.2547312
TSPAN11,12,30971104,31036722,1.762256,83,0.021232,1.762256
ST6GALNAC2,17,72073055,72093740,0.552058,26,0.021233000000000002,1.0824249235186095e-05
ARL8A,1,200368599,200380489,0.5521204000000001,26,0.0212354,5.282199128636173e-06
ACD,16,66248915,66252219,0.16989200000000002,8,0.021236500000000002,2.310013166790502e-07
PARD6A,16,66252635,66254182,0.14865550000000002,7,0.021236500000000002,0.14865550000000002
C16orf86,16,66258217,66260162,0.14865550000000002,7,0.021236500000000002,0.14865550000000002
KCTD2,17,70554873,70573576,0.403731,19,0.021249,3.0249538460999006e-05
PSMA6,14,34831324,34856431,0.3613129,17,0.0212537,1.3329443895982513e-05
SLC37A2,11,124458497,124464061,0.5314024999999999,25,0.021256099999999997,7.793406226718662e-06
TMEM218,11,124471608,124486719,0.8502439999999999,40,0.021256099999999997,2.5463489754095206e-05
RSBN1L,7,77164403,77247056,0.5746167,27,0.021282099999999998,0.5746167
CSMD3,8,114390624,114518418,0.7877078,37,0.0212894,5.147461338114742e-06
NACC1,19,13090108,13112959,0.44709420000000005,21,0.021290200000000002,7.855255146326925e-06
AGTPBP1,9,87351273,87546764,1.4271871,67,0.021301300000000002,7.196456198564323e-05
MYO15A,17,18005355,18022909,0.31960199999999994,15,0.021306799999999997,2.743464110425839e-05
ZNF827,4,146901337,147079057,1.6623048,78,0.0213116,2.1851168454911805e-05
SLC12A7,5,1103488,1165172,0.7886106,37,0.0213138,9.828354521632582e-05
PFKM,12,46802816,46826154,0.5116103999999999,24,0.0213171,1.1021694606629035e-05
RC3H2,9,124692270,124699676,0.1279452,6,0.0213242,4.2856014071137445e-06
MBNL2,13,96797295,96809527,0.32004,15,0.021336,1.3577057638926986e-06
CYP11A1,15,72424165,72447134,0.49073950000000005,23,0.0213365,0.49073950000000005
IL1F10,2,113548586,113549898,1.2170469000000002,57,0.0213517,6.623722065681922e-05
RNASEL,1,180817810,180822728,0.427106,20,0.0213553,8.025773082755649e-06
SPATA1,1,84744561,84804463,0.8116686000000001,38,0.021359700000000002,0.8116686000000001
CTBS,1,84792809,84812701,0.38447460000000006,18,0.021359700000000002,0.38447460000000006
NFXL1,4,47544013,47611437,0.640983,30,0.0213661,2.2542377332632866e-06
GAL3ST3,11,65564811,65573227,0.2992962,14,0.0213783,4.422579611230987e-06
SF3B2,11,65576391,65592958,0.2992962,14,0.0213783,1.8010903749786523e-05
ARL6IP6,2,153284794,153325669,0.5133096,24,0.0213879,0.5133096
CSDC2,22,40286959,40302616,0.1283364,6,0.0213894,1.2070735511586514e-05
CUL3,2,225067966,225073448,0.1283388,6,0.0213898,5.302329789882565e-07
TMED1,19,10804113,10807983,0.106954,5,0.021390799999999998,0.106954
C19orf38,19,10820105,10841360,0.12834479999999998,6,0.021390799999999998,0.12834479999999998
MRGPRD,11,68504065,68505031,0.2567088,12,0.021392400000000002,4.0379681270431603e-07
ADRA1B,5,159276317,159332595,0.6210843,29,0.0214167,3.996485987810513e-06
ARPC5L,9,126671304,126679517,0.278447,13,0.021419,1.6303313614775913e-05
ATP13A5,3,194475524,194579208,1.5422616,72,0.0214203,3.2998073485173504e-05
NPS,10,129237602,129240925,0.6000792000000001,28,0.021431400000000003,0.6000792000000001
POLD1,19,55593919,55613083,0.40723839999999994,19,0.021433599999999997,5.017854236646486e-05
VSTM2A,7,54604970,54609302,0.4501455,21,0.0214355,0.4501455
PRKAG2,7,151002957,151205249,2.9796179,139,0.0214361,2.9796179
GNAI1,7,79602075,79686661,1.3293916000000001,62,0.0214418,6.063520283186253e-05
OLIG3,6,137855028,137857224,0.19300950000000003,9,0.021445500000000003,0.19300950000000003
LPCAT4,15,32443438,32446687,0.4506453,21,0.0214593,0.4506453
GOLGA8A,15,32458561,32487228,0.19313370000000002,9,0.0214593,1.5791240215182544e-06
ATG3,3,113737746,113763175,0.5152296000000001,24,0.0214679,1.5860887726888608e-06
SLC35A5,3,113763584,113785693,0.45082590000000006,21,0.0214679,0.45082590000000006
TGM6,20,2309553,2361399,1.2453238,58,0.0214711,9.068882289519773e-06
PGS1,17,73908410,73929587,0.5582564000000001,26,0.0214714,1.4863229894549378e-05
GPR63,6,97353068,97354328,0.1933587,9,0.021484299999999998,0.1933587
STX6,1,179208798,179258669,0.5806701,27,0.0215063,0.5806701
ZNF14,19,19682280,19704921,0.4518528,21,0.0215168,1.2333627991917964e-05
CYB561D1,1,109838244,109844585,0.32280600000000004,15,0.021520400000000002,0.32280600000000004
MNS1,15,54508298,54544627,0.3661137,17,0.0215361,2.5885290359435728e-05
FAM160A1,4,152549847,152804234,1.486191,69,0.021539,1.486191
HYAL4,7,123272458,123304767,0.3449264,16,0.0215579,5.556102466509985e-05
GNAZ,22,21742668,21797221,0.7332031999999999,34,0.0215648,0.00011716878698988078
MED27,9,133803136,133945074,0.9058434000000001,42,0.021567700000000002,6.199127119798415e-05
CKMT1A,15,41773349,41778712,0.021577700000000002,1,0.021577700000000002,0.021577700000000002
SNX27,1,149877987,149933599,0.53952,25,0.0215808,5.2422186004272085e-05
RGMA,15,91387640,91433437,1.1445243999999999,53,0.021594799999999997,7.829697368522733e-06
HMGB1,13,29933105,29938081,0.2807974,13,0.0215998,1.6040355291999926e-06
IRS2,13,109204184,109236915,0.7128099,33,0.0216003,8.753017424561393e-05
DNM3,1,170614780,170654190,0.8640720000000001,40,0.0216018,0.8640720000000001
AQP10,1,152560215,152564425,0.1944657,9,0.0216073,3.1100713678909125e-07
ATP8B2,1,152567898,152576644,0.3889314,18,0.0216073,7.65702493224465e-06
CD36,7,80113697,80141670,0.6916448000000001,32,0.021613900000000002,3.5411682952427254e-05
CDKAL1,6,21309038,21340572,1.0375392,48,0.021615400000000003,0.0001638294030770935
SNAPC2,19,7891899,7894134,0.1297404,6,0.0216234,5.395351955337526e-06
PPARGC1A,4,23493403,23500798,0.476014,22,0.021637,0.476014
OR1J2,9,124312901,124313843,0.36790209999999995,17,0.0216413,8.775392399550517e-07
OR1J4,9,124321240,124322182,0.3895434,18,0.0216413,0.3895434
MAS1,6,160247963,160249097,0.19485539999999996,9,0.021650599999999996,1.844018535676018e-05
LCE5A,1,150750634,150750991,0.32484749999999996,15,0.0216565,0.32484749999999996
CRCT1,1,150754483,150754783,0.346504,16,0.0216565,2.0079922383966847e-06
PDE1B,12,53241494,53259290,0.5198904,24,0.021662099999999997,4.987553267750084e-06
PPP1R1A,12,53259290,53268710,0.4549040999999999,21,0.021662099999999997,4.446084972514601e-05
PLCB3,11,63775697,63793195,0.4115837,19,0.0216623,1.2083459645213395e-05
CCDC61,19,51190178,51213714,0.4116369,19,0.0216651,1.0438174174446294e-06
PGLYRP1,19,51214280,51218163,0.21665099999999998,10,0.0216651,0.21665099999999998
IRX1,5,3649167,3654517,0.2383722,11,0.0216702,0.2383722
TRIM67,1,229365296,229423937,0.9535944000000001,44,0.0216726,0.9535944000000001
HES3,1,6226848,6228225,0.216771,10,0.021677099999999998,0.216771
GPR153,1,6231442,6243622,0.3901878,18,0.021677099999999998,0.3901878
BATF2,11,64511992,64521093,0.1951416,9,0.0216824,7.93896308593624e-06
ARL2,11,64538161,64546232,0.1734592,8,0.0216824,5.290454717999234e-06
DFFB,1,3763704,3791853,0.5421725000000001,25,0.021686900000000002,0.5421725000000001
C1orf174,1,3795556,3806709,0.36867730000000004,17,0.021686900000000002,0.36867730000000004
ZNF652,17,44727484,44794834,0.5638828,26,0.0216878,0.5638828
SDR16C5,8,57375123,57395795,0.3255615,15,0.0217041,7.948053886050994e-06
TBCA,5,77022829,77107941,0.9123828,42,0.0217234,1.590704934036962e-05
GALNT14,2,31008437,31231572,3.2392450999999998,149,0.0217399,3.2392450999999998
PRSS8,16,31050254,31054652,0.1305276,6,0.0217546,1.1754310117650877e-05
PRSS36,16,31057749,31068888,0.1957914,9,0.0217546,0.1957914
CNOT3,19,59345106,59350004,0.45702090000000006,21,0.0217629,0.45702090000000006
LENG1,19,59351190,59355258,0.39173220000000003,18,0.0217629,0.39173220000000003
ADNP,20,48940289,48980934,0.6533160000000001,30,0.021777200000000003,3.470446849389974e-06
TAL1,1,47467454,47552406,0.9153102,42,0.0217931,8.767136316414344e-06
STIL,1,47498547,47552406,0.6102067999999999,28,0.0217931,2.0476242219961477e-05
PTGS2,1,184907591,184916179,0.6978496,32,0.0218078,0.00011294322659637309
GALNT2,1,228464238,228482595,0.8949767,41,0.0218287,6.885770262256571e-06
KRTAP10-12,21,44941514,44942387,0.5242631999999999,24,0.021844299999999997,0.5242631999999999
DCHS2,4,155463255,155632318,2.2937565,105,0.0218453,0.00022035591870855017
RFX2,19,5957493,5959625,0.1530088,7,0.0218584,0.1530088
C17orf80,17,68740370,68756690,0.5685394,26,0.0218669,0.5685394
CPSF4L,17,68756182,68769614,0.48107180000000005,22,0.0218669,0.48107180000000005
CDH18,5,19508911,20611739,9.7570082,446,0.0218767,9.7570082
GPR139,16,19950543,19992601,1.0070595999999998,46,0.021892599999999998,1.0070595999999998
RAPGEF6,5,130911638,130956058,0.2846051,13,0.0218927,1.8319975896129086e-06
HMCN2,9,132263815,132272460,0.5036839,23,0.0218993,0.5036839
ARFGAP3,22,41543091,41583244,0.591462,27,0.021906000000000002,1.0847073569231564e-05
SEC14L3,22,29185218,29198017,0.5914647,27,0.021906099999999998,5.997643993218812e-06
FGD5,3,14898815,14950899,1.2051875,55,0.0219125,1.2051875
CMPK2,2,6908231,6923387,0.24133229999999997,11,0.0219393,1.7056054893379332e-06
KRTAP5-9,11,70937113,70938301,0.416936,19,0.021943999999999998,9.561962059962892e-06
MYOM2,8,1980564,2080787,3.3374792,152,0.0219571,0.0002525196701839767
SLC27A3,1,152014391,152019257,0.2415952,11,0.021963200000000002,0.2415952
TBXAS1,7,139175420,139366471,4.1522922,189,0.021969799999999998,0.0003269251569569923
ZNHIT3,17,31916585,31929267,0.2856152,13,0.0219704,0.2856152
ZC3H15,2,187059129,187082332,0.39564,18,0.02198,1.3609729003379811e-05
ITGAX,16,31274009,31301819,0.483736,22,0.021988,2.188072115269296e-06
ABI2,2,203964013,204005137,0.615902,28,0.0219965,0.615902
RAPH1,2,204017600,204108303,0.9898425,45,0.0219965,0.9898425
STRN4,19,51914607,51941560,0.4622394,21,0.0220114,4.098901059081885e-06
FKRP,19,51950547,51952035,0.0880456,4,0.0220114,0.0880456
ATOH8,2,85861667,85868698,0.5946669,27,0.0220247,5.80174336185121e-05
KIAA0355,19,39448302,39483713,0.35296320000000003,16,0.022060200000000002,2.6058308960593336e-05
PDE3B,11,14621906,14848926,1.3678378000000002,62,0.022061900000000002,1.102948251218492e-05
GRHPR,9,37418534,37426986,0.44130400000000003,20,0.0220652,8.765908657224096e-05
ZBTB5,9,37430514,37432548,0.2427172,11,0.0220652,0.2427172
KATNAL1,13,29674766,29779584,1.2581210999999999,57,0.0220723,0.0002079900099829706
TAL2,9,107464598,107464925,0.2870985,13,0.0220845,4.170042720246322e-05
ESPL1,12,51948349,51973694,0.3977658,18,0.0220981,0.3977658
PFDN5,12,51975501,51979501,0.1988829,9,0.0220981,2.00924916618959e-06
IL27RA,19,14003261,14025026,0.3315255,15,0.0221017,2.950013526203794e-05
ASPG,14,103621800,103648851,0.2653308,12,0.0221109,0.2653308
YKT6,7,44217078,44220418,0.1771536,8,0.0221442,1.1602546310601922e-05
AHDC1,1,27749966,27802948,0.3543344,16,0.0221459,1.0416025198237384e-05
FGR,1,27811387,27834314,0.3986262,18,0.0221459,1.002509376835836e-06
SYDE2,1,85419433,85439316,0.221667,10,0.0221667,0.221667
ZBTB8OS,1,32859893,32888772,0.1330014,6,0.0221669,0.1330014
MED28,4,17225370,17238889,0.1774208,8,0.0221776,0.1774208
