Gene,Chr,Gene Start,Gene End,Gene Score,nSNPs,TopSNP P-Value,Gene ReScorePR,Gene ReScoreRWR
ZNF592,15,83092821,83150667,10.559369310230938,33,0.000856324,10.559369310230938,1.6069412647636745
SRGAP1,12,62663852,62823751,11.173430868199993,61,0.000856585,22.215740643235034,11.173430868199993
TMEM170B,6,11646496,11691743,10.42628454808334,29,0.000859647,10.42628454808334,8.516971736815588
EIF5A2,3,172088897,172109120,9.697743643714364,14,0.0008599069999999999,20.109112200631518,1.345691689124309
COL11A1,1,103114610,103346640,11.828458465577786,118,0.0008606919999999999,19.388464690130817,1.8443231345646556
PUF60,8,144971067,144977440,9.35417725565865,10,0.0008660289999999999,9.35417725565865,2.2917827755620324
PREX2,8,69027156,69306451,12.343104198211098,199,0.000867583,12.343104198211098,12.255326626665099
MRPS7,17,70769587,70774052,9.242932436576842,9,0.00087114,9.242932436576842,3.383381482121403
MIF4GD,17,70773905,70778898,9.242932436576842,9,0.00087114,20.122122560688716,9.242932436576842
PSKH2,8,87129806,87150967,10.179951623295494,23,0.00087223,10.179951623295494,2.6607209260122855
FOXF1,16,85101633,85105571,10.085715399435278,21,0.000875082,10.085715399435278,10.085715399435278
KLC1,14,103222993,103226270,9.679250884605926,14,0.000875957,9.679250884605926,1.0250584012147683
TP53BP1,15,41486698,41590028,11.027465513581873,54,0.000877458,19.71293949044567,8.204921643772668
FREM1,9,14727150,14900993,12.300488096190344,193,0.000878058,22.52634925053289,12.300488096190344
ZNF500,16,4740815,4757167,9.967303247256371,19,0.000891269,9.967303247256371,3.2467121738778215
SIPA1L1,14,71238781,71275873,10.200660072714646,24,0.0008914989999999999,10.200660072714646,1.0647557966104044
SNF8,17,44362457,44377153,9.855408004940514,17,0.0008918660000000001,18.841676148825144,1.029969373192176
AMBRA1,11,46374539,46572145,10.825053283900075,45,0.000895265,21.27089470033019,10.825053283900075
SCEL,13,77007859,77116645,11.12214025889692,61,0.0009016660000000001,21.751874797360138,11.12214025889692
DNER,2,229930588,230287530,12.391258851976474,218,0.000905735,23.571907417548758,11.643683034858585
SLC13A3,20,44670757,44732185,10.813043238060922,45,0.000906082,10.813043238060922,11.560619055178819
FRMD4A,10,14408179,14544149,12.079170207204154,160,0.000908245,12.079170207204154,1.4106857387043141
SUMF2,7,56099410,56115859,9.303953492600375,10,0.000910635,9.303953492600375,9.303953492600375
PHKG1,7,56116168,56128183,9.3992636724047,11,0.000910635,19.42072101891995,9.3992636724047
FBXW4,10,103360410,103444733,10.332612503153896,28,0.00091151,18.429841556660634,10.332612503153896
FAR2,12,29267864,29378273,11.155326416897278,64,0.000915131,21.763603667802982,11.155326416897278
JAM3,11,133444029,133526859,10.980519927115916,54,0.000919633,22.076123959412953,10.980519927115916
LHFPL3,7,103756339,104336239,12.774900115648412,325,0.000920057,23.506918520183316,12.774900115648412
RPA1,17,1680022,1749598,10.704164537629934,41,0.0009205010000000001,19.506719795745923,1.1128127650235713
RBM18,9,124043603,124066911,10.029900937033945,21,0.000925313,10.029900937033945,10.029900937033945
SHANK3,22,49505477,49518504,9.550322453209708,13,0.0009253180000000001,20.59484349572196,1.1126782145052858
ACR,22,49523517,49530593,8.777132564976226,6,0.0009253180000000001,19.48615683863557,13.941413212033087
SIAE,11,124033979,124048927,9.546673079870443,13,0.0009287010000000001,20.952498450770406,9.546673079870443
SPA17,11,124048949,124069897,9.466630372196907,12,0.0009287010000000001,18.158410189921927,2.026489804666446
SSBP3,1,54464782,54644680,11.663847412151751,108,0.000928708,19.72860580944213,11.663847412151751
BICD1,12,32378716,32382361,9.810521294040962,17,0.0009328110000000001,20.533193881978736,11.483036764307748
TUBG1,17,38015219,38020777,9.372691401131506,11,0.0009351569999999999,19.96434786860959,9.372691401131506
RABEP1,17,5126281,5229856,10.758785815819266,44,0.000935344,21.748576730756998,10.758785815819266
GRIK1,21,29892990,30234153,12.319254141670033,210,0.0009376380000000001,23.671155651499305,3.454958323629922
PELI2,14,55654845,55837784,11.805271305956351,126,0.000940603,22.786905424384354,11.805271305956351
ELOVL6,4,111189991,111339220,11.551890129274161,98,0.000942549,11.551890129274161,11.551890129274161
TXNRD1,12,103227752,103268192,10.1835814216967,25,0.0009446410000000001,20.66827620551254,10.89094779338472
MGRN1,16,4614853,4680974,10.329875894896322,29,0.0009466510000000001,21.573696648307337,4.840254526259684
DONSON,21,33878765,34206573,11.841864180260215,132,0.000949987,21.25419850425712,11.841864180260215
GTF3A,13,26897547,26907846,10.216510575909291,26,0.0009506030000000001,20.597600540642667,21.682955584039682
NRF1,7,129057154,129184158,10.945238632019045,54,0.000952658,10.945238632019045,10.945238632019045
PCCB,3,137451856,137539427,10.35049783326147,30,0.000959306,19.122766426606788,2.9589091631815
NUDT21,16,55020548,55042762,9.991285732480533,21,0.000961743,20.711123621593615,1.23338129795395
LIFR,5,38510821,38631264,10.815541439194911,48,0.000964076,22.011930522233673,3.4934911319650492
MSL2,3,137350449,137397378,9.652150013411168,15,0.000964308,9.652150013411168,1.007235929119505
FCF1,14,74249602,74273250,9.244108139497914,10,0.000966796,9.244108139497914,15.034154160712262
PIM3,22,48742298,48743724,8.731190158887797,6,0.000968821,8.731190158887797,8.731190158887797
STYK1,12,10662804,10717906,10.889212874319576,52,0.000970238,22.22593250651344,3.7354345827095887
HIST1H1D,6,26342418,26343195,9.576714239598004,14,0.0009705410000000001,18.784008343208214,7.578407321308628
HIST1H4F,6,26348632,26349000,9.645707111084956,15,0.0009705410000000001,18.29108930591548,9.645707111084956
HIST1H4G,6,26354817,26355184,9.576714239598004,14,0.0009705410000000001,9.576714239598004,5.852390003154076
RBX1,22,39677330,39698614,8.88070471692008,7,0.000973323,17.16224192562421,3.208125307281815
PDE4D,5,59317984,59819649,12.130924173053613,181,0.00097563,20.279539252433253,2.095712672728867
MKL1,22,39189170,39362636,11.178623950008388,70,0.000977875,22.31104061589575,2.9558036237655503
CHD6,20,39576857,39680547,10.452944964866319,34,0.000981347,10.452944964866319,4.364505830177448
CMTM4,16,65206153,65288111,10.837389454703395,50,0.000982543,10.837389454703395,1.5988314951081404
PTPRT,20,40134805,41251971,13.602150558958717,795,0.000984075,24.532407370738206,1.589902016753457
PRDM15,21,42094222,42172660,11.279167675286969,78,0.0009854039999999998,21.0544395994293,2.865899690183657
BANP,16,86561124,86668425,11.155629119938254,69,0.000986327,21.3665405701011,5.642670423504541
MPP6,7,24672164,24694023,10.012350152936339,22,0.000986539,21.380965883345254,20.27709522127589
EDEM1,3,5204432,5236642,10.176499300811447,26,0.000989409,19.928016663709148,1.187555675246806
HSPD1,2,198059552,198073243,9.618359739429087,15,0.0009974489999999999,18.838185904407737,20.761092831466986
HSPE1,2,198073364,198076416,9.475258895788413,13,0.0009974489999999999,9.475258895788413,19.606692682741787
TUSC3,8,15442100,15666366,11.858883393926932,142,0.00100471,11.858883393926932,1.929091839189187
IGF2BP3,7,23419388,23476520,9.993382421639184,22,0.00100543,20.444444015070538,9.993382421639184
STK24,13,97900455,98027397,11.471328513075063,97,0.0010112,11.471328513075063,14.010370046746434
ADAM12,10,127719903,128067055,12.757275206174109,351,0.00101133,23.917283809948188,9.625504965673452
LSS,21,46433466,46473119,10.329547149767407,31,0.00101227,21.015575434738587,13.675079780564577
FCER1A,1,157526129,157544638,10.024663293435607,23,0.00101876,18.013366850922203,1.12350156179941
XRCC3,14,103240485,103249058,9.884449923658991,20,0.00101922,20.61202349540561,1.0847140441525949
NOP56,20,2584761,2587039,9.878970565123053,20,0.00102482,19.407958100223905,7.8441302761488405
IDH3B,20,2587040,2592843,9.927760729292485,21,0.00102482,18.973267186528624,1.0345084663628037
PTPDC1,9,95886580,95911957,9.771426685048345,18,0.00102706,21.117381883337103,9.691189141792256
MPPED2,11,30388347,30562326,11.65135989904406,118,0.00102745,23.073642148747403,11.65135989904406
GNG4,1,233777607,233880677,10.98936164547488,61,0.0010297000000000001,22.260814258133436,8.961060752132223
SF3B1,2,197991767,198008016,8.667212140831566,6,0.00103283,17.264142990629395,0.983622255433043
HEXB,5,74049871,74052099,8.666524945384536,6,0.00103354,18.612423300146393,4.026591424273852
SLC1A1,9,4480443,4577469,11.384493591279828,91,0.00103471,20.122160224118282,1.2640950945448166
DDAH1,1,85556755,85816521,11.964248231433192,163,0.00103796,22.26810850811911,10.436198708591933
ABHD2,15,87432428,87546591,11.027148454655396,64,0.00104028,21.55173272991695,12.539610410755106
F11R,1,159231624,159275404,10.421788667337339,35,0.00104218,21.291642969358335,1.2135646083040714
USF1,1,159275664,159282381,9.862172879401916,20,0.00104218,9.862172879401916,1.6501340427994593
ARHGAP30,1,159285402,159306384,10.124537143869407,26,0.00104218,10.124537143869407,4.1735521768308965
ST3GAL1,8,134540324,134653344,11.720540977916055,129,0.00104815,11.720540977916055,2.3748887276802533
SSBP4,19,18391135,18406459,9.747509971081776,18,0.00105192,19.04896853227914,9.747509971081776
OTUB2,14,93562476,93585029,10.467713953029234,37,0.00105228,10.467713953029234,1.172762035183401
SIRPD,20,1462896,1486343,10.382292149876127,34,0.00105319,10.382292149876127,13.681612802302363
LPAR2,19,19595465,19600739,9.336395023316834,12,0.00105788,9.336395023316834,9.93280982579429
GMIP,19,19601284,19615455,9.741860131425,18,0.00105788,9.741860131425,1.328363575855711
WNK2,9,95090890,95101364,9.559481859031404,15,0.00105794,19.332381015616846,5.4193409849916385
SLC26A3,7,107193147,107230914,10.488573656710814,38,0.00105841,20.05420121393229,1.3082042038934831
C9orf72,9,27550498,27563842,10.06260521408578,25,0.00106612,20.973791839539583,10.06260521408578
EMCN,4,101538006,101658202,11.09187763861126,70,0.00106649,19.986110515242892,2.0045255573126015
GABRB1,4,46728335,47123202,11.922679259466687,161,0.00106874,22.51344533273098,11.922679259466687
STRA8,7,134567270,134593784,10.018795528680872,24,0.00106931,18.718780709449035,1.1516078239752732
TEP1,14,19905765,19951420,10.950353862408491,61,0.00107066,10.950353862408491,10.757586021857982
PTPRR,12,69318128,69600851,11.986554261854291,172,0.00107111,21.58421464466953,1.320959313887726
UPK1B,3,120388250,120406690,10.238913669864319,30,0.00107255,19.17465020281042,1.5121949900256362
CYP4B1,1,47037256,47057608,10.676258379651816,47,0.00108507,10.676258379651816,10.676258379651816
COQ10B,2,198026939,198048096,8.614245721565075,6,0.00108901,8.614245721565075,5.43777125739741
DENND1A,9,125215378,125732238,12.09739213694886,196,0.00109251,12.09739213694886,5.1137049332731825
C16orf71,16,4724289,4739398,9.94813024242333,23,0.00109979,20.87005668069913,2.2840840249332173
NUBPL,14,31100341,31400180,11.521966209622377,111,0.00110001,11.521966209622377,2.1415188846814837
EDN2,1,41717032,41722884,9.644695270869851,17,0.00110106,18.74694310851542,1.4138817261198353
OGFOD1,16,55042936,55068908,10.026903422860403,25,0.00110487,21.276276409032064,1.1303092301250168
ZNF804B,7,88226688,88804282,12.458780525416987,285,0.00110679,23.805244910481875,1.6476790678300712
RBBP5,1,203322601,203357754,10.416992437996065,37,0.00110703,20.04500344597791,1.2857730236182405
FANCA,16,88392294,88410566,9.936729651533614,23,0.0011124000000000002,19.652748046303024,2.857502721170128
CRYZ,1,74943771,74971315,9.885094117328377,22,0.00112042,9.885094117328377,5.263588967790946
EFHD1,2,233235686,233255730,9.96895984283379,24,0.00112395,9.96895984283379,1.989723596379365
DEFB134,8,11888897,11891169,9.355072723316836,13,0.00112483,9.355072723316836,9.355072723316836
FAM49B,8,130928231,131097879,10.99412278744385,67,0.00112561,10.99412278744385,4.3197949707244145
SLC37A1,21,42807092,42874619,11.077981355649996,73,0.00112776,21.275913355434852,4.526668224968901
ARC,8,143691443,143692634,9.088193538218299,10,0.00112992,9.088193538218299,9.088193538218299
ELMOD1,11,106967286,107042715,10.736825613605887,52,0.00112995,20.730387632496104,2.3823739007795037
TNNC2,20,43885261,43889360,9.270355804386169,12,0.0011300999999999998,19.040691169948122,19.996593446572362
SNX21,20,43902493,43904509,9.18334442739654,11,0.0011300999999999998,20.49195939957623,9.18334442739654
DDC,7,50493627,50600648,11.543525663978055,117,0.00113474,20.9251198381314,11.543525663978055
ZNF563,19,12291004,12305502,8.97653387249372,9,0.00113706,8.97653387249372,8.97653387249372
DNAJA1,9,33016472,33027306,9.91362572711778,23,0.0011384000000000001,21.354367176759713,9.91362572711778
IL1RL1,2,102320148,102327614,10.028911242250006,26,0.00114676,20.003610821817738,10.028911242250006
ARRB1,11,74654129,74740521,10.716449639296332,52,0.00115321,20.318056194428323,1.091873175713127
CHCHD3,7,132120162,132417368,11.531918250785035,118,0.0011577999999999998,21.365133878589496,11.531918250785035
TKT,3,53240412,53264998,10.397792502515827,38,0.00115899,10.397792502515827,10.397792502515827
POLL,10,103328628,103338004,9.056375423681672,10,0.00116645,19.590361747966078,0.9471399328455912
CDK2AP1,12,122311492,122322640,9.391742351710754,14,0.00116774,9.391742351710754,1.1494611193957287
ZNF214,11,6977124,6998162,9.746714599588548,20,0.00116973,20.76713985856388,9.746714599588548
C16orf90,16,3483484,3485422,9.050895161516532,10,0.00117286,9.050895161516532,1.3361357557154117
CLUAP1,16,3499894,3527670,9.456360269624698,15,0.00117286,9.456360269624698,4.441540128548391
EBNA1BP2,1,43402441,43509194,11.128088324658032,80,0.0011755000000000001,11.128088324658032,11.128088324658032
PKN1,19,14439376,14443679,9.577176005026285,17,0.00117797,21.004584851295878,9.577176005026285
PTGER1,19,14444277,14447174,9.577176005026285,17,0.00117797,18.3406501177175,2.4608103646740775
GIPC1,19,14449570,14467944,9.739694934524058,20,0.00117797,20.779232146280712,1.7206737871211015
SMC5,9,72063697,72159609,10.381022629965639,38,0.00117859,10.381022629965639,1.3847245640271217
SLC45A1,1,8312784,8326814,9.381145639380346,14,0.00118018,9.381145639380346,2.695951230237672
SNX29,16,12053555,12575647,12.848450499684786,449,0.00118096,12.848450499684786,12.848450499684786
ANKRD44,2,197706939,197883740,11.413792634483809,108,0.00119255,22.802470934468516,4.276985428728305
KLHDC7A,1,18680251,18685127,10.162350212845906,31,0.00119649,10.162350212845906,5.247758720563443
BHLHE22,8,65655367,65658740,9.211950000066025,12,0.00119807,19.71386026930779,2.687769830887251
OR6Y1,1,156783541,156784519,8.9232334649003,9,0.00119931,8.9232334649003,0.9977453477524199
SLC33A1,3,157029401,157031254,8.921575552573165,9,0.0012013,8.921575552573165,9.413255598196125
DDX50,10,70331039,70376609,9.856703540130896,23,0.00120508,9.856703540130896,7.707692820260973
BEST3,12,68363285,68379463,10.217219117319333,33,0.00120568,10.217219117319333,8.252556279027662
ESRRG,1,214759116,214963297,11.878291598494759,174,0.00120746,11.878291598494759,11.878291598494759
SYT13,11,45218428,45264460,10.589501899015012,48,0.00120859,10.589501899015012,44.53272542999326
PITPNC1,17,62804385,63120109,11.662322684996148,141,0.00121433,11.662322684996148,1.4365776655183227
SYT7,16,19091179,19186055,10.909139774893005,67,0.00122545,19.089971386032992,10.909139774893005
MLX,17,37972603,37978747,9.00667326116285,10,0.00122589,19.569582811905295,9.00667326116285
PSMC3IP,17,37977876,37983375,9.269037525630342,13,0.00122589,20.00780257697353,3.716981628350143
BARX2,11,128751090,128827384,10.951490923806347,70,0.00122723,21.13183834709465,1.3867351374452352
ACOT8,20,43904068,43919442,9.33476236108114,14,0.00123621,17.970367328271614,19.15492980705722
BTRC,10,103103814,103307060,10.821691403578887,62,0.00123763,10.821691403578887,10.821691403578887
GEM,8,95330660,95343733,10.023961706004002,28,0.0012411,19.894706709240147,10.023961706004002
SLC8A3,14,69582544,69616671,10.768392621407488,59,0.00124222,20.460507271469126,1.1163981160605891
IQCB1,3,122971299,123036616,10.184517055008664,33,0.00124576,21.508061452700403,8.878764990897686
PRDM16,1,2975603,3345045,12.05912360893205,217,0.00125675,23.342523802466403,12.05912360893205
UBE2Z,17,44340765,44361421,9.72292945448385,21,0.00125778,18.48098940524962,11.333496112573163
DOK6,18,65219270,65660359,12.323766211504878,285,0.00126678,22.926633050396344,1.3172522542833383
DDHD2,8,38223534,38238143,8.461695414930816,6,0.00126848,18.09644131290828,8.004334881090468
RORA,15,58576754,59308794,13.053027675426835,593,0.00127115,24.262032360751043,13.053027675426835
NOS1,12,116175825,116180643,9.711553612918959,21,0.00127217,19.238163941035012,1.0080066855479846
ZNF778,16,87814905,87822864,9.555816354270377,18,0.00127419,9.555816354270377,6.592292450255855
MAP3K9,14,70264606,70345641,10.89527518053872,69,0.00127965,20.76138926675346,10.89527518053872
PROKR2,20,5230685,5245378,10.444584959927221,44,0.00128064,10.444584959927221,1.2882293710609618
KLHDC10,7,129497584,129560829,10.323871081274609,39,0.00128075,10.323871081274609,24.911252498774715
CDK5RAP3,17,43403726,43414146,9.604436146070448,19,0.00128115,9.604436146070448,1.227826291532946
TMEM135,11,86426712,86712218,11.783732965759354,169,0.00128907,23.22879959864798,7.518643625319649
ACYP2,2,54195913,54385939,11.2675438928563,101,0.00129089,22.35572093001168,18.670047151036208
POMT2,14,76835550,76856970,10.176825930567038,34,0.00129342,20.355954025451545,10.176825930567038
MAML2,11,95351087,95715992,12.416785960826212,320,0.00129601,23.096891001195097,10.477063308105357
SMAP2,1,40612935,40661581,10.258650127168554,37,0.00129696,10.258650127168554,10.258650127168554
COLEC11,2,3631516,3669922,10.354082701974653,41,0.00130636,10.354082701974653,10.354082701974653
VPS13C,15,59986133,59997126,8.940282700878141,10,0.00131004,19.709783897069485,8.932849527003848
NR3C2,4,149219364,149583093,11.852549402116331,184,0.00131015,22.975988127597,1.2988979238230554
SLC19A2,1,167699772,167721832,9.470224185894502,17,0.00131094,20.04530304522759,8.195839699529145
VAV1,19,6735128,6808371,10.565903954646961,51,0.00131479,20.021332912649253,1.0980927859421203
RALBP1,18,9465529,9528106,10.52533595083748,49,0.00131553,20.517203206715116,1.2090221230065503
ELMO1,7,36860485,37455055,12.523572411928276,362,0.00131762,12.523572411928276,12.523572411928276
CNTN6,3,1109628,1420278,12.325657639308828,298,0.00132206,12.325657639308828,12.325657639308828
SOX11,2,5750249,5758968,8.819372434466626,9,0.00133057,17.297963192918147,0.9179340732233283
PLXDC1,17,34473081,34563011,10.714982928425103,60,0.00133258,21.822734658569097,35.51687204631008
TRA2B,3,187132058,187138450,8.411175391816835,6,0.00133421,18.32164156162074,0.9931107649887563
TRPM3,9,72629181,73251640,12.521379160420263,368,0.0013424,22.15538025961965,4.560715957577169
SGCG,13,22653090,22797304,11.589374637133634,145,0.00134328,20.85994690135159,11.589374637133634
EBPL,13,49132862,49163612,9.979311585139099,29,0.00134412,9.979311585139099,1.1254769503492985
PTPRD,9,8518151,10602723,13.926237706717576,1503,0.00134546,25.229285586146805,26.66891710748268
SCML4,6,108148567,108200283,10.70388592384305,60,0.00134745,10.70388592384305,15.543177712182567
EEF1A2,20,61589809,61600949,9.381996507120695,16,0.00134763,18.943093947852912,0.9801956161748374
RPS17,15,80608215,80611920,6.609326163433719,1,0.00134774,16.424801836361027,1.5490721368840672
PTPRZ1,7,121300394,121489326,10.952122997373186,77,0.0013491,21.55540047596622,1.1719123174959019
MTIF3,13,26907780,26922711,9.60354593632866,20,0.00134978,19.52231872226993,5.001950041308559
GPC5,13,90848887,92317488,13.117531320617228,672,0.00135051,22.49115854242705,13.117531320617228
NUP88,17,5231648,5263720,10.412973333551687,45,0.00135181,21.062190432524336,4.730346622306605
ELAVL4,1,50348099,50435819,10.365456569157345,43,0.00135459,10.365456569157345,10.365456569157345
MEGF6,1,3394365,3517919,10.592458281439262,54,0.00135565,21.041796370689312,10.592458281439262
CNIH3,1,222870801,222994872,11.292788263061547,109,0.00135841,11.292788263061547,11.292788263061547
FAM20A,17,64044859,64108690,10.155876026785718,35,0.00135965,20.8833351542607,10.155876026785718
DGKB,7,14182130,14847413,12.576674133253634,395,0.00136338,21.190075470078483,18.845827358746913
ZCCHC7,9,37110601,37348145,10.65495812546291,58,0.00136785,10.65495812546291,1.147065037951057
UBTD2,5,171569254,171643400,10.523209346792253,51,0.00137214,10.523209346792253,1.2202324186630062
GREM1,15,30810183,30810738,9.224910285259922,14,0.00137975,19.51627236970719,3.942457293412632
CCBE1,18,55252126,55515570,12.04517758698894,235,0.00138011,12.04517758698894,11.468874024394154
CRLF3,17,26133827,26175904,9.581034556422027,20,0.00138051,9.581034556422027,1.0120834166068582
GDPD5,11,74873997,74914247,9.985131541576639,30,0.0013824000000000002,9.985131541576639,9.985131541576639
DTNBP1,6,15631784,15771250,10.832313667920545,70,0.00138256,21.30654808747733,1.178069741781349
GSTZ1,14,76857458,76867693,9.949654264416088,29,0.00138458,18.692499279092864,12.757319504455138
ASB5,4,177371821,177427269,10.566910536406372,54,0.00139073,10.566910536406372,10.566910536406372
RFTN2,2,198143771,198248829,10.360858582841331,44,0.00139248,10.360858582841331,10.360858582841331
BEST1,11,61474407,61488981,9.462712502283859,18,0.00139852,9.462712502283859,4.386245866765478
PHF2,9,95465009,95481686,9.513681248179713,19,0.00140286,18.01834949436217,24.287290056488477
ANKS1B,12,98164183,98902563,12.232074448069175,288,0.00140304,21.64315669421207,16.24969466468233
SDR9C7,12,55603883,55614312,9.703788870828298,23,0.00140419,19.506537389428907,1.176271530828681
ST18,8,53478814,53484862,9.205992693982763,14,0.0014061,9.205992693982763,9.205992693982763
DGKZ,11,46339720,46358680,8.964133916700321,11,0.00140708,19.013467064576787,8.964133916700321
MDK,11,46359878,46361951,8.645680185581787,8,0.00140708,18.81072532395443,0.9700801181978397
HDAC9,7,18799306,19003517,11.698100500830707,170,0.00141263,11.698100500830707,11.698100500830707
NKAIN3,8,63324054,64066182,12.470298641945613,370,0.00142043,21.398766382171694,1.5067887661079855
FRMD5,15,41953021,42274721,10.858624473112009,74,0.00142361,10.858624473112009,14.6447300647769
EIF2AK4,15,38086508,38115089,10.080568746400914,34,0.00142411,19.894777710579,1.7294599601540233
IFNK,9,27514334,27514958,9.435611184306566,18,0.00143694,9.435611184306566,2.3765379478837816
ITGBL1,13,101048503,101169132,11.019289929608556,88,0.00144167,11.019289929608556,1.1384036350130042
KIF18A,11,28075456,28086322,9.24962188697786,15,0.00144222,19.298258393412812,9.24962188697786
ZNF407,18,70471910,70906616,11.759821867885822,185,0.00144526,22.65158888292683,1.2185318216274683
NMT2,10,15187776,15250701,10.27341316541656,42,0.00145065,20.086730026111695,10.27341316541656
SFN,1,27062219,27063534,8.326359355972585,6,0.00145231,8.326359355972585,8.326359355972585
NKX6-3,8,41622985,41762542,11.187686150077804,105,0.00145358,11.187686150077804,2.8811082679076683
ANK1,8,41629900,41873437,11.564163721312717,153,0.00145358,22.514007894749668,2.0104356162726753
COL21A1,6,56098323,56366851,11.629233217440978,164,0.00145993,20.70988381734287,11.629233217440978
SLC6A1,3,11009419,11055935,10.748429367050997,68,0.00146058,21.8012521997946,4.677156432300398
ZMAT4,8,40507269,40874500,11.89825284461614,215,0.00146249,11.89825284461614,11.89825284461614
VTI1A,10,114196745,114568493,11.784146543814689,192,0.0014639000000000002,22.111322619060452,2.2226487495204554
TUBGCP4,15,41455992,41485532,9.416790700348733,18,0.00146424,9.416790700348733,3.372902784155765
NTNG2,9,134027154,134108041,10.66891190355796,63,0.00146518,10.66891190355796,10.66891190355796
NEK1,4,170711768,170756923,9.009374265606676,12,0.0014671,18.203807402603314,4.7544428564105194
ACYP1,14,74589680,74600489,9.4638617450474,19,0.00147452,18.80234109077714,4.4380742230770505
KIAA1958,9,114289068,114462527,10.640910264862157,62,0.00148287,19.771246468899598,5.07950160158841
ADAL,15,41419754,41433386,9.148654129005005,14,0.00148908,9.148654129005005,1.385681717037161
ZNF670,1,245266709,245308692,9.864134222182201,29,0.0015082000000000001,9.864134222182201,2.7024434017909695
RANGAP1,22,39971560,40012162,9.539168565545644,21,0.00151151,20.882417663054234,6.986507644019607
CDH2,18,23784932,24011189,11.279547794691668,120,0.00151543,20.675150660239304,4.727953776001745
ECT2,3,174003344,174021957,8.889792966355907,11,0.00151567,8.889792966355907,1.361774674235765
FOXA2,20,22509822,22514102,8.976692188016887,12,0.00151584,18.01287119853132,8.976692188016887
RPL36AL,14,49155251,49155572,8.688739675042234,9,0.00151625,18.26497682442711,8.688739675042234
MGAT2,14,49157238,49159949,8.79410019070006,10,0.00151625,8.79410019070006,0.9183498345733726
OAZ1,19,2220519,2224487,9.05585128787565,13,0.00151718,9.05585128787565,9.05585128787565
LINGO3,19,2240773,2259156,9.12995926002937,14,0.00151718,9.12995926002937,9.12995926002937
CLEC18B,16,73000029,73013150,7.182567195013981,2,0.00151943,7.182567195013981,7.182567195013981
UBXN7,3,197611396,197643742,8.684317480563882,9,0.00152297,8.684317480563882,8.684317480563882
PPP2R2B,5,145949260,146441226,12.003522009611151,249,0.00152453,20.848472315827244,12.003522009611151
ZDHHC20,13,20848507,20931423,9.919603821517631,31,0.00152522,21.008706251897834,1.7390830582325874
KLRC1,12,10489903,10498251,8.564999152572387,8,0.00152531,18.425539021892497,8.564999152572387
ARHGAP18,6,129970730,130224385,11.845735869688037,213,0.00152701,11.845735869688037,2.71859488767264
PARVB,22,42796273,42896436,11.163547449346884,108,0.00153164,22.479869758423213,11.163547449346884
IQCE,7,2565157,2620894,10.38765826264218,50,0.00154052,10.38765826264218,12.231142031952173
SLC5A7,2,107969426,107996875,9.970041841342654,33,0.00154376,9.970041841342654,1.045919670770344
CYP2C18,10,96433240,96485937,10.161953923669953,40,0.00154447,21.134836379855848,10.161953923669953
CA10,17,47065835,47592376,12.209103038989396,310,0.00154531,22.014360552948922,12.209103038989396
HINT1,5,130522775,130528935,9.240451701833,16,0.00155254,20.111477704029156,9.240451701833
LYRM7,5,130534539,130569018,9.68673880446142,25,0.00155254,9.68673880446142,6.325043687370167
GRIN3A,9,103377802,103540683,11.34875373543259,132,0.00155551,22.428167171887672,1.3685317398587864
SLC12A5,20,44091244,44122196,9.600662027501372,23,0.00155673,9.600662027501372,2.5670684521781038
NPEPL1,20,56701634,56724306,9.294982365659328,17,0.00156203,9.294982365659328,1.1001869764366488
ZSCAN29,15,41443245,41449550,9.025937648978404,13,0.00156325,9.025937648978404,9.025937648978404
TSHR,14,80491621,80682399,11.254236094694296,121,0.00156723,11.254236094694296,11.254236094694296
KALRN,3,125786218,125922726,11.518434281562024,158,0.00157132,20.17944148987928,1.4422493683277426
MATR3,5,138676091,138694029,9.020604064819524,13,0.00157161,9.020604064819524,9.020604064819524
PAIP2,5,138706032,138733308,8.535096249037824,8,0.00157161,8.535096249037824,8.535096249037824
SACS,13,22800971,22840626,10.038880995160543,36,0.00157207,10.038880995160543,1.115466767997537
C17orf98,17,34244866,34251168,9.018430316728434,13,0.00157503,9.018430316728434,27.1941419717705
KLRK1,12,10416218,10454012,9.918081021089137,32,0.00157682,21.361381005509738,23.509783773627298
PDE3A,12,20413463,20725148,11.65009408782428,181,0.001578,22.82207200506664,1.2684835178518667
RNF2,1,183328815,183338363,9.015615288716374,13,0.00157947,19.374956153804447,9.015615288716374
SNAP23,15,40575126,40612548,9.089723260870096,14,0.00157947,17.773044544994445,18.191731501359644
KCTD21,11,77562465,77563248,9.282550598477515,17,0.00158157,9.282550598477515,11.382467224984168
SIPA1L2,1,230600334,230717866,11.244104025613982,121,0.00158319,11.244104025613982,1.4382809514899795
CPA1,7,129807590,129815185,9.705519807454614,26,0.0015845999999999998,19.0930413706866,1.591944117249594
ITGB4,17,71232368,71265494,9.154729080238603,15,0.00158578,18.70623031868992,2.4472982604280964
GALK1,17,71265612,71272875,8.643903456472612,9,0.00158578,8.643903456472612,8.643903456472612
GPRC5D,12,12984975,12994585,9.581467067324628,23,0.0015869000000000002,20.848990521761625,9.581467067324628
FAM183A,1,43386180,43394654,9.620861992723839,24,0.00159193,9.620861992723839,4.0583798214149995
PARN,16,14437059,14631540,10.37042138861811,51,0.00159865,19.70555232599564,3.7949482590630166
