Gene,Chr,Gene Start,Gene End,Gene Score,nSNPs,TopSNP P-Value,Gene ReScorePR,Gene ReScoreRWR
ZBTB48,1,6567948,6571926,0.00062140625,16,0.0099425,5.993146733174815e-10,0.006740710968365274
PSMF1,20,1063482,1096426,0.00033154933333333337,30,0.00994648,3.714640210905397e-08,0.00764947409662171
KY,3,135826584,135853168,0.000622034375,16,0.00995255,0.000622034375,0.000622034375
CTSO,4,157064719,157094498,0.0003113290625,32,0.00996253,0.0003113290625,0.0003113290625
PDK4,7,95050744,95063861,0.000343601724137931,29,0.00996445,2.212492441212497e-09,0.006742644026270977
ZNF565,19,41377568,41397406,0.0006231175,16,0.00996988,2.350566426243122e-09,0.007681630490844679
MRPL9,1,150001329,150002664,0.0007127892857142857,14,0.00997905,0.0007127892857142857,0.0007127892857142857
OAZ3,1,150005754,150010430,0.0005252131578947369,19,0.00997905,1.6236418341635382e-09,0.007183333852977413
HABP2,10,115302767,115339350,0.00012031578313253013,83,0.00998621,2.329948643970931e-09,0.005772121869895943
TGM5,15,41312666,41346347,0.0003698918518518519,27,0.00998708,5.699979611551689e-08,0.007332568532639747
HMGA2,12,64518565,64537563,0.0005553461111111112,18,0.00999623,0.0005553461111111112,0.0005553461111111112
SYT14,1,208192676,208404256,0.00014283014285714285,70,0.00999811,0.00014283014285714285,0.00014283014285714285
KRT77,12,51369909,51383514,0.0003030848484848484,33,0.010001799999999998,0.0003030848484848484,0.0003030848484848484
TAF3,10,7900678,8096720,8.861681415929203e-05,113,0.0100137,5.559781355837281e-09,0.0074134028182321204
CSNK1G1,15,62260435,62452964,0.00017022372881355933,59,0.0100432,3.712741928659068e-09,0.00713720014748052
YPEL2,17,54763834,54833877,0.00021844347826086954,46,0.010048399999999999,0.00021844347826086954,0.00021844347826086954
KANK1,9,724747,736104,0.00021384468085106385,47,0.010050700000000001,0.00021384468085106385,0.00021384468085106385
MEIS3,19,52610965,52612967,0.0020104199999999997,5,0.0100521,0.0020104199999999997,0.0020104199999999997
KCND3,1,112119976,112333300,5.1335714285714285e-05,196,0.0100618,1.1319943637182678e-08,0.00728953865526369
RASSF2,20,4710417,4715827,0.00034715517241379313,29,0.0100675,1.9319582365991605e-10,0.006552005878700001
RAPGEF4,2,173501178,173561813,0.000201356,50,0.0100678,4.044344367628174e-08,0.007507851411646726
ANLN,7,36395956,36459925,0.00023982142857142857,42,0.0100725,1.5232370546180694e-09,0.007118682440685746
XIRP1,3,39200408,39205940,0.0011203555555555555,9,0.0100832,1.1906866495000687e-08,0.007681070077574664
HMGCS1,5,43325249,43349352,0.0005308,19,0.0100852,4.1292809074457294e-10,0.006477666837810686
PTPRK,6,128684241,128883416,0.00016279032258064517,62,0.010093000000000001,0.00016279032258064517,0.00016279032258064517
NTN1,17,8865583,9088042,7.165106382978722e-05,141,0.010102799999999999,5.282025161220757e-10,0.00708791026125971
PF4,4,75065659,75066541,0.0007222,14,0.0101108,1.764880793326034e-08,0.007039981143444799
DOCK4,7,111403828,111431422,0.000297435294117647,34,0.010112799999999998,4.784383101987055e-10,0.007298604566645313
BDKRB2,14,95740887,95780419,0.0001744155172413793,58,0.0101161,5.375886475350884e-10,0.0070166851869288204
GAS7,17,9754650,9958595,5.558736263736264e-05,182,0.0101169,5.558736263736264e-05,5.558736263736264e-05
FPGS,9,129605328,129616377,0.0007233571428571428,14,0.010126999999999999,1.7296724352825075e-07,0.007792243119691086
ENG,9,129617111,129656868,0.0004403043478260869,23,0.010126999999999999,5.966293127627435e-08,0.007688910568631275
CYP2C8,10,96786518,96819244,0.00015117761194029852,67,0.0101289,2.887591561535188e-10,0.006583638515504197
CCDC62,12,121839257,121877710,0.0003267483870967742,31,0.0101292,0.0003267483870967742,0.0003267483870967742
DERL2,17,5318336,5330218,0.0004607272727272727,22,0.010136,1.1523775020868492e-09,0.006782362406041499
MIS12,17,5332906,5333524,0.000563111111111111,18,0.010136,0.000563111111111111,0.000563111111111111
DNAH8,6,39005264,39060543,0.00019137169811320756,53,0.010142700000000001,0.00019137169811320756,0.00019137169811320756
KISS1R,19,868341,872015,0.0007805,13,0.010146500000000001,2.167059859269186e-09,0.006986864368372523
HIP1,7,75001344,75206215,9.144864864864865e-05,111,0.0101508,1.6618761687993056e-10,0.006975262022986719
GLRX,5,95175308,95184333,0.00036254285714285717,28,0.0101512,2.5483378601684023e-08,0.007887962960195139
TRPM4,19,54377594,54406905,0.00063450625,16,0.0101521,3.507951350336712e-08,0.007904874374400019
CACNA1S,1,199275262,199348317,0.00012090357142857142,84,0.010155899999999999,2.9557523317207025e-08,0.007062322821786587
SQSTM1,5,179182090,179197683,0.0005347105263157894,19,0.0101595,5.3483307665601427e-08,0.007953619495930766
KLF12,13,73285023,73606067,4.911497584541062e-05,207,0.010166799999999998,1.6820048007936083e-09,0.007318519266291158
IGSF21,1,18560447,18577563,0.0002675526315789474,38,0.010167,0.0002675526315789474,0.0002675526315789474
USP4,3,49289997,49352519,0.0003280677419354839,31,0.010170100000000001,2.366241646287923e-08,0.0075515464053482135
C3,19,6628845,6671662,0.0002119458333333333,48,0.010173399999999999,6.412157722870674e-09,0.007503064087329709
RNF139,8,125556188,125570040,0.0005984705882352941,17,0.010173999999999999,2.5461814743694762e-08,0.007868107434715077
TMEM14A,6,52643842,52659344,0.00040714399999999996,25,0.0101786,0.00040714399999999996,0.00040714399999999996
TGFBR2,3,30622997,30710637,0.00012139880952380952,84,0.0101975,1.5056083787824736e-09,0.007059382282645741
FAF2,5,175807961,175869681,0.00027574594594594596,37,0.010202600000000001,0.00027574594594594596,0.00027574594594594596
ALK,2,29269143,29997936,1.6903807947019865e-05,604,0.0102099,1.6473788198330144e-10,0.00682664669992393
MRPL41,9,139566354,139566768,0.0012767999999999998,8,0.010214399999999998,0.0012767999999999998,0.0012767999999999998
SREBF1,17,17661586,17681050,0.0006011705882352942,17,0.0102199,9.488237034382335e-08,0.007768523287270063
VWDE,7,12337035,12376543,0.00023771627906976744,43,0.0102218,0.00023771627906976744,0.00023771627906976744
STK17A,7,43589216,43633503,0.00042599999999999995,24,0.010223999999999999,4.075279945462297e-08,0.00786574821767355
FNBP4,11,47702155,47745569,0.0005381210526315789,19,0.010224299999999999,4.005156933074395e-08,0.007127114198820229
VDR,12,46521586,46585081,0.0001440056338028169,71,0.0102244,9.485675099049818e-10,0.006615819703157659
CYP7A1,8,59565290,59575274,0.000511425,20,0.0102285,6.204298065026566e-08,0.007152342509330734
BEND4,4,41807713,41849652,0.00030103235294117646,34,0.0102351,0.00030103235294117646,0.00030103235294117646
SLC5A4,22,30944462,30981319,0.00028436666666666673,36,0.010237200000000002,9.928624984440276e-09,0.008182322664530905
REG4,1,120146468,120155726,0.0004877619047619048,21,0.010243,4.0953563973106045e-10,0.0067680339800562294
PCDH7,4,30331134,30757519,6.707843137254902e-05,153,0.010263,2.7330014484783144e-09,0.0071149391189870995
IGLON5,19,56506913,56525914,0.0009331909090909092,11,0.010265100000000001,2.5150575942877015e-09,0.006962394021506375
SEMA6A,5,115807149,115938450,7.671044776119404e-05,134,0.0102792,7.154154319010824e-11,0.006365967030821138
PIK3IP1,22,30015023,30018474,0.0008568999999999998,12,0.010282799999999998,8.965181376736759e-08,0.011827663412861563
CPPED1,16,12661156,12805245,0.0001049918367346939,98,0.010289200000000002,1.29923351352297e-08,0.007157038035844073
DAGLB,7,6415284,6490374,0.0001805859649122807,57,0.0102934,0.0001805859649122807,0.0001805859649122807
VRK1,14,96333436,96417704,0.0003028176470588235,34,0.010295799999999999,3.909411604446009e-08,0.00732316945959902
FAM129A,1,183043430,183210305,8.956260869565219e-05,115,0.010299700000000002,8.956260869565219e-05,8.956260869565219e-05
DNMT3A,2,25357824,25418963,0.0004682318181818182,22,0.0103011,5.29974369919485e-08,0.007530738424457779
OTX2,14,56337177,56346937,0.0012878375,8,0.0103027,1.0889219508433875e-08,0.007073807386738336
FAHD1,16,1817230,1830173,0.00064395,16,0.0103032,4.482788144326456e-10,0.006946425473095477
RPRD1B,20,36127884,36154180,0.0008587666666666667,12,0.0103052,4.781982195605922e-09,0.00689304550358395
RPE,2,210582625,210594536,0.0012886375000000002,8,0.010309100000000002,0.0012886375000000002,0.0012886375000000002
CD59,11,33681131,33714601,0.00025784749999999997,40,0.010313899999999999,2.348926633736441e-08,0.007396790210889298
FBXO3,11,33724866,33752647,0.0002864972222222222,36,0.010313899999999999,0.0002864972222222222,0.0002864972222222222
GUCA2B,1,42391678,42394082,0.0010343099999999999,10,0.0103431,1.8690935547184623e-07,0.0077113161854796865
GUCA2A,1,42400948,42402982,0.0011492333333333333,9,0.0103431,2.2236477786815193e-08,0.007391239209620945
PSMB3,17,34162527,34174004,0.0006897800000000002,15,0.010346700000000002,6.373001832856537e-08,0.007296809075656832
CAMK2B,7,44225419,44331749,0.00020288431372549018,51,0.0103471,0.00020288431372549018,0.00020288431372549018
RBM8A,1,144221788,144224235,0.0011498333333333334,9,0.0103485,2.446419832179899e-07,0.0077958297745261565
PEX11B,1,144227739,144235088,0.000862375,12,0.0103485,3.1590324649184524e-08,0.007028931604088574
ITGA10,1,144236346,144255225,0.00044993478260869565,23,0.0103485,2.4027885625498274e-08,0.00822260281817038
VWA5A,11,123491320,123522828,0.0003339741935483871,31,0.010353200000000002,3.315107257792221e-09,0.006995380651975821
DHH,12,47769472,47774869,0.0007964769230769231,13,0.010354200000000001,4.745123718547982e-09,0.01279090036220526
TCF7L1,2,85214244,85391016,9.165575221238937e-05,113,0.0103571,2.625073226846887e-09,0.006905112599390306
TMEM74,8,109865585,109866503,0.00129465,8,0.0103572,2.535456496647327e-09,0.008215526808853929
RNF41,12,54890087,54901971,0.0008631916666666666,12,0.010358299999999999,1.6142301117243957e-09,0.006881863538239599
KIAA2013,1,11904818,11909067,0.0009420363636363636,11,0.010362399999999999,1.1041149330693642e-08,0.007039025712152513
GRB2,17,70825751,70913385,0.00037027500000000004,28,0.0103677,9.44672560651474e-09,0.006865288971820277
HTR3E,3,185300660,185307477,0.00103854,10,0.0103854,0.00103854,0.00103854
RBM5,3,50125178,50131396,0.00129825,8,0.010386,0.00129825,0.00129825
SEMA3D,7,84517608,84654107,0.00022107021276595744,47,0.0103903,6.903041974889615e-10,0.006648483193069062
NKX2-8,14,36118966,36121537,0.0005773666666666667,18,0.0103926,0.0005773666666666667,0.0005773666666666667
ARGLU1,13,106007396,106012393,0.0014847428571428572,7,0.0103932,1.0673840491535502e-07,0.007655553076858766
LILRB3,19,59411958,59438536,0.0010395200000000002,10,0.010395200000000002,2.9953205553820706e-09,0.006998805643354201
LILRA6,19,59437713,59496050,0.00037125714285714294,28,0.010395200000000002,0.00037125714285714294,0.00037125714285714294
LILRB5,19,59446221,59452920,0.000945018181818182,11,0.010395200000000002,1.98802832854291e-09,0.006865625882884723
OR51V1,11,5177540,5178506,0.0006115529411764705,17,0.0103964,0.0006115529411764705,0.0006115529411764705
CRIM1,2,36436900,36631782,5.945828571428571e-05,175,0.0104052,5.945828571428571e-05,5.945828571428571e-05
GRIK2,6,101953625,102624651,3.65659649122807e-05,285,0.0104213,3.929016879250841e-11,0.006753807394151643
FAM19A4,3,68863606,69064401,9.223451327433628e-05,113,0.0104225,9.223451327433628e-05,9.223451327433628e-05
RAB8B,15,61268780,61347026,0.00035948275862068965,29,0.010425,2.5729292185733985e-08,0.007112532622019548
LGI1,10,95507672,95547913,0.00019672075471698113,53,0.0104262,1.1071541696126794e-08,0.0071327201773620464
LMO7,13,75328773,75330812,0.0005488421052631579,19,0.010428,7.198632790505013e-09,0.007004497473114017
TMED8,14,76877047,76913149,0.0005217800000000001,20,0.010435600000000001,9.415915085850732e-10,0.006619154754872211
AVL9,7,32550830,32590304,0.0004014923076923077,26,0.0104388,0.0004014923076923077,0.0004014923076923077
ADH5,4,100215398,100228954,0.00031633939393939397,33,0.010439200000000001,5.758579361549057e-08,0.007573122808040761
ITGA8,10,15599093,15801776,8.156093749999999e-05,128,0.010439799999999999,7.629410775409668e-09,0.0074904671508201235
TMCO1,1,163960151,164063616,0.00028236486486486485,37,0.0104475,1.9751239990760955e-10,0.006641450376256377
MARCH3,5,126233449,126394145,0.00017150655737704917,61,0.0104619,0.00017150655737704917,0.00017150655737704917
SEPHS2,16,30362453,30364725,0.0017440166666666667,6,0.0104641,0.0017440166666666667,0.0017440166666666667
CGA,6,87851940,87861543,0.0004758136363636364,22,0.0104679,1.3302685648091757e-08,0.007065517549552066
IFI27,14,93646831,93652786,0.0005819555555555555,18,0.0104752,1.9512464802811536e-09,0.007030798593428884
HPSE2,10,100208866,100985609,3.166374622356496e-05,331,0.0104807,1.6170096549824315e-10,0.006724386259494631
CBWD2,2,113911852,113970216,0.0034941666666666667,3,0.0104825,0.0034941666666666667,0.0034941666666666667
APOL4,22,34923447,34930825,0.00033826774193548387,31,0.0104863,1.3097631674177484e-09,0.0073125479794420726
POLB,8,42315186,42348470,0.0003746428571428572,28,0.010490000000000001,0.0003746428571428572,0.0003746428571428572
EXPH5,11,107884885,107969570,0.00023321111111111108,45,0.010494499999999999,0.00023321111111111108,0.00023321111111111108
SPI1,11,47336307,47356703,0.0008761416666666667,12,0.0105137,5.031048715392897e-08,0.00787294610714104
MARCH10,17,58136040,58239437,0.00017243934426229506,61,0.010518799999999998,0.00017243934426229506,0.00017243934426229506
FAM114A1,4,38607114,38621821,0.00032914375000000004,32,0.010532600000000001,1.1779108928270564e-09,0.008449392681443813
PMVK,1,153163831,153176108,0.0008107769230769232,13,0.010540100000000002,1.3858080350584084e-07,0.007491323851564367
LRRC8C,1,89871294,89957682,0.00029300277777777784,36,0.010548100000000001,3.306557056497866e-08,0.007167100024262005
ADRB3,8,37939672,37943341,0.0015100142857142858,7,0.0105701,1.712006323368766e-07,0.007371195448646771
CDC14A,1,100590610,100758421,0.00017332786885245903,61,0.010573,0.00017332786885245903,0.00017332786885245903
ERLIN1,10,101899836,101935804,0.0004067307692307692,26,0.010575,2.7008793996008752e-08,0.007172285322242578
CHUK,10,101938113,101979334,0.0005287499999999999,20,0.010575,3.002804201611084e-09,0.0073904989022280185
EAPP,14,34054885,34078694,0.0008140615384615383,13,0.010582799999999998,4.356681577002893e-08,0.007609549277265305
MTMR2,11,95205693,95297019,0.00021605102040816323,49,0.010586499999999999,3.4354553610793777e-09,0.00717949983304149
LGALS7B,19,43971681,43974234,0.0015125571428571427,7,0.010587899999999999,0.0015125571428571427,0.0015125571428571427
SLC43A1,11,57008582,57039735,0.0006618875,16,0.0105902,0.0006618875,0.0006618875
TIMM10,11,57052511,57054808,0.001323775,8,0.0105902,9.140508682265489e-08,0.007316829491499043
CDH5,16,64970707,64984389,0.0005574842105263159,19,0.010592200000000001,1.0055901232884435e-09,0.008531319613749085
PDILT,16,20277992,20323534,0.0002648625,40,0.0105945,2.1206751010140853e-08,0.007065227297556465
ACSM5,16,20328356,20359782,0.0005045,21,0.0105945,3.905236013643664e-08,0.00720320395314145
SMYD1,2,88171645,88194017,0.00022601063829787233,47,0.0106225,0.00022601063829787233,0.00022601063829787233
CDH20,18,57308614,57373345,0.00025921951219512197,41,0.010628,8.605672290038014e-10,0.006926142205119652
FANK1,10,127658719,127688066,0.00029528888888888887,36,0.0106304,0.00029528888888888887,0.00029528888888888887
CRTAC1,10,99629401,99761084,0.00012508823529411764,85,0.0106325,6.521326575256281e-09,0.006807630960561331
HIP1R,12,121906425,121912014,0.0009667818181818183,11,0.010634600000000001,6.958320144411452e-08,0.007048147341492144
ORAI3,16,30867915,30873760,0.0011819999999999999,9,0.010638,3.866781007682722e-09,0.01222802707837462
MIOS,7,7591791,7613635,0.00048374545454545455,22,0.0106424,0.00048374545454545455,0.00048374545454545455
DPP10,2,115636201,116318406,4.275220883534136e-05,249,0.010645299999999998,1.0979554657581186e-09,0.003094860859018781
NMUR2,5,151751294,151765033,0.000626464705882353,17,0.0106499,0.000626464705882353,0.000626464705882353
INMT,7,30758275,30763743,0.00046322173913043474,23,0.0106541,2.171118306024325e-09,0.0073762887716936855
IL17D,13,20175481,20195237,0.0008214538461538462,13,0.0106789,5.523957786220882e-09,0.006923062024220843
MKRN3,15,21361956,21407800,0.000334196875,32,0.0106943,3.7640901030174825e-09,0.0076360468067833585
FAM57B,16,29943273,29948358,0.0008230461538461538,13,0.0106996,1.4243412919695422e-08,0.00713229476419564
ZNF639,3,180524244,180536014,0.0008916333333333333,12,0.0106996,0.0008916333333333333,0.0008916333333333333
PSKH1,16,66484715,66521082,0.0006688125,16,0.010701,6.611881564262417e-09,0.0075076640449981595
CTRL,16,66520973,66523266,0.0021402,5,0.010701,0.0021402,0.0021402
PSMB10,16,66522129,66528254,0.0017835000000000001,6,0.010701,1.027589956336895e-08,0.007583524950946269
CCNK,14,99017491,99047605,0.0007134333333333332,15,0.0107015,2.2559469558265367e-09,0.008245911388939188
WDR92,2,68214382,68238182,0.0007136,15,0.010704,0.0007136,0.0007136
PNO1,2,68238508,68256595,0.0007136,15,0.010704,0.0007136,0.0007136
CD84,1,158790162,158815875,0.0003824214285714285,28,0.010707799999999998,3.704579411060541e-08,0.00749310310019007
ICA1L,2,203398419,203444440,0.0004656478260869565,23,0.0107099,0.0004656478260869565,0.0004656478260869565
ABCB5,7,20728800,20735390,0.0005362850000000001,20,0.010725700000000001,0.0005362850000000001,0.0005362850000000001
NUDT12,5,102923004,102926389,0.0009753090909090909,11,0.010728399999999999,8.734558646090168e-09,0.007067135311722186
SLC12A2,5,127521578,127534686,0.00107305,10,0.0107305,1.727345528968412e-08,0.007567997710378572
PIP5K1B,9,70693716,70813911,0.00011930333333333331,90,0.010737299999999998,1.6456317391193996e-09,0.005805222944927862
PRKACG,9,70817270,70818828,0.0005368649999999999,20,0.010737299999999998,0.0005368649999999999,0.0005368649999999999
GFI1B,9,134851866,134856903,0.0004881499999999999,22,0.010739299999999999,3.4932931572352705e-10,0.007041879152477374
ACTN1,14,68420637,68514724,0.00015794411764705882,68,0.0107402,1.4067677666047181e-08,0.0070563558241908565
OMA1,1,58771680,58785034,0.00041372692307692306,26,0.0107569,0.00041372692307692306,0.00041372692307692306
H2AFY2,10,71482362,71542046,0.0001955945454545455,55,0.010757700000000002,6.876318200074908e-09,0.007054055365354476
KCNQ5,6,73388555,73962301,3.483106796116505e-05,309,0.0107628,7.301590963523491e-10,0.007820470505128085
DNAJC6,1,65547815,65654140,0.00019223035714285717,56,0.0107649,3.143628962837408e-10,0.008035470241234495
ZNF782,9,98619093,98656210,0.0005666210526315789,19,0.010765799999999999,0.0005666210526315789,0.0005666210526315789
PGAM5,12,131801516,131808108,0.0011964555555555555,9,0.0107681,1.2693820016690347e-08,0.006877645109091121
ANKLE2,12,131820588,131841792,0.0006334176470588235,17,0.0107681,0.0006334176470588235,0.0006334176470588235
SDHB,1,17217811,17253252,0.0003076942857142857,35,0.010769299999999999,3.3791286871591895e-09,0.006400436503116708
ZNF43,19,21779591,21826670,0.0005390649999999999,20,0.010781299999999999,0.0005390649999999999,0.0005390649999999999
ST6GALNAC1,17,72132439,72151489,0.000431736,25,0.0107934,0.000431736,0.000431736
DAP,5,10732341,10814387,0.00015651449275362318,69,0.0107995,1.584408031025677e-08,0.007801256198554387
CCNA2,4,122957048,122964538,0.0007721714285714286,14,0.0108104,1.0838982671209813e-07,0.007900527537662272
RAP2B,3,154362718,154368953,0.0012015333333333332,9,0.010813799999999998,7.135393800033506e-09,0.007224982422853166
OR8A1,11,123945174,123946155,0.0005149571428571429,21,0.0108141,0.0005149571428571429,0.0005149571428571429
IL17RA,22,15945848,15971389,0.0002846105263157895,38,0.0108152,1.0153737406681045e-08,0.008099003200849492
TRMT61A,14,103065261,103073163,0.001352775,8,0.0108222,1.553868329781632e-08,0.007832875764892135
CAPS,19,5865218,5866886,0.0009857454545454546,11,0.0108432,0.0009857454545454546,0.0009857454545454546
RANBP3,19,5867151,5929113,0.00026446829268292685,41,0.0108432,0.00026446829268292685,0.00026446829268292685
DHRS11,17,32022338,32031346,0.0005709684210526315,19,0.0108484,0.0005709684210526315,0.0005709684210526315
MRM1,17,32032503,32039520,0.00045201666666666666,24,0.0108484,0.00045201666666666666,0.00045201666666666666
ABCC3,17,46111258,46124062,0.0004177,26,0.0108602,9.270528968598046e-08,0.007607661116297449
ANKRD40,17,46127681,46140262,0.0006033444444444445,18,0.0108602,1.5415170128049955e-09,0.006882010478306343
CHST8,19,38867273,38956254,0.00015972794117647058,68,0.0108615,2.164290716082835e-10,0.006918206510413578
TAOK1,17,24831214,24866141,0.0006395647058823529,17,0.0108726,3.6858595518784154e-08,0.007273564743588568
CCNDBP1,15,41265309,41274687,0.0018140666666666666,6,0.010884399999999999,0.0018140666666666666,0.0018140666666666666
EPB42,15,41276717,41300615,0.0009070333333333333,12,0.010884399999999999,5.646505744859401e-08,0.007144285652739638
RBMS1,2,160846070,161058551,0.00010996363636363635,99,0.0108864,1.7153582695873722e-08,0.007355155152331888
TMTC2,12,81605064,82052196,4.672403433476395e-05,233,0.010886700000000001,4.672403433476395e-05,4.672403433476395e-05
DCTPP1,16,30342519,30348874,0.0018146166666666668,6,0.0108877,0.0018146166666666668,0.0018146166666666668
ZNF628,19,60679510,60687666,0.0005731105263157895,19,0.0108891,2.529146310540056e-09,0.007264032367048876
NAT14,19,60688405,60690747,0.00068056875,16,0.0108891,8.877386252842696e-08,0.007891081375359365
FAM81A,15,57517663,57603043,0.0002793692307692308,39,0.0108954,0.0002793692307692308,0.0002793692307692308
OTOP2,17,70431964,70441235,0.0006409588235294117,17,0.0108963,8.882396021619734e-10,0.00700930681368883
OTOP3,17,70443491,70457106,0.000435852,25,0.0108963,0.000435852,0.000435852
HERC5,4,89597290,89646337,0.0008395230769230769,13,0.0109138,0.0008395230769230769,0.0008395230769230769
ZFPM2,8,106400322,106885943,4.8738392857142854e-05,224,0.010917399999999999,6.679128608882265e-09,0.007535216159577694
DYSF,2,71547339,71767401,7.54103448275862e-05,145,0.0109345,7.54103448275862e-05,7.54103448275862e-05
NRXN3,14,78815406,79400513,3.613762376237624e-05,303,0.010949700000000001,4.0797399072811e-11,0.00716879709526514
SLC9A4,2,102456193,102516863,0.00017670645161290321,62,0.0109558,0.00017670645161290321,0.00017670645161290321
ZBTB44,11,129613926,129689817,0.00023828478260869563,46,0.0109611,0.00023828478260869563,0.00023828478260869563
RGS20,8,54956117,55034417,0.0003787862068965517,29,0.0109848,0.0003787862068965517,0.0003787862068965517
MAPK4,18,46340481,46512194,8.327954545454545e-05,132,0.0109929,1.3264558786629835e-08,0.007763069830158392
MCPH1,8,6251528,6493434,3.191420289855072e-05,345,0.0110104,3.191420289855072e-05,3.191420289855072e-05
GDAP2,1,118221395,118273729,0.00040781851851851855,27,0.011011100000000001,0.00040781851851851855,0.00040781851851851855
RBM19,12,112744245,112888499,8.809360000000001e-05,125,0.011011700000000001,1.6571694732036768e-09,0.007334285784692334
APCS,1,157824239,157825285,0.0006119888888888889,18,0.0110158,7.876426678063449e-08,0.00794874067656337
CD96,3,112743615,112867287,0.00019000172413793107,58,0.011020100000000001,4.67705875407941e-09,0.007089841820147815
CD79B,17,59359829,59363436,0.0007352666666666667,15,0.011029,6.3708850584500025e-09,0.006986471141173486
SCN4A,17,59369645,59404010,0.00033421212121212125,33,0.011029,1.599671715973835e-08,0.007463537338629228
NFATC2,20,49441171,49612777,9.198083333333334e-05,120,0.011037700000000001,1.0595785058843444e-08,0.007450062558073294
SLC35F3,1,232416639,232526885,0.00012841976744186045,86,0.0110441,0.00012841976744186045,0.00012841976744186045
CDA,1,20788030,20817987,0.00024045652173913042,46,0.011061,0.00024045652173913042,0.00024045652173913042
CPXM2,10,125495141,125641490,0.00010763495145631068,103,0.0110864,1.4858569220656106e-10,0.006616378938251367
KCTD6,3,58459131,58463127,0.00111009,10,0.0111009,8.395674551453849e-09,0.007464080152688011
ACOX2,3,58465902,58497956,0.0004625375,24,0.0111009,1.1648247474506304e-09,0.00788290631698088
MSH6,2,47863724,47887596,0.0005290666666666667,21,0.0111104,1.021706585641098e-08,0.007586235956830048
TPRX1,19,52996311,52998673,0.0010105545454545456,11,0.0111161,0.0010105545454545456,0.0010105545454545456
CRX,19,53016910,53038398,0.000347378125,32,0.0111161,1.8338984760603316e-09,0.007077840298912279
SLCO5A1,8,70830212,70908798,0.00038384482758620686,29,0.011131499999999999,7.466811391258059e-09,0.006871248108788744
MRPS6,21,34367692,34437204,0.00042831538461538465,26,0.0111362,4.40099610679614e-09,0.007396316909816108
CALU,7,128166671,128198764,0.0003595290322580645,31,0.0111454,1.270060363275916e-08,0.007187529824870422
OPN1SW,7,128199778,128203080,0.0009287833333333333,12,0.0111454,3.168395275492192e-08,0.008880747870670936
KANK3,19,8303659,8305314,0.0015928857142857144,7,0.0111502,0.0015928857142857144,0.0015928857142857144
TMEM9,1,199370522,199407325,0.00018901355932203387,59,0.011151799999999998,4.612125808036871e-09,0.008150282114446317
ZCCHC14,16,86002524,86014988,0.0008587923076923075,13,0.011164299999999999,8.054942800016764e-10,0.007262288699782751
ZBTB7A,19,3996215,4017816,0.0009307083333333333,12,0.0111685,0.0009307083333333333,0.0009307083333333333
GALM,2,38746742,38815031,0.00027924,40,0.0111696,0.00027924,0.00027924
CAV1,7,115953652,115988466,0.00036032258064516134,31,0.011170000000000001,4.826093524397193e-10,0.0066746371971174575
SLC47A1,17,19391889,19422938,0.0005881473684210526,19,0.011174799999999999,3.849168123229007e-10,0.006900895011373923
ZNF366,5,71774989,71839005,0.00023293333333333332,48,0.0111808,2.9542809825064483e-09,0.007093877016689893
PDE11A,2,178202372,178495810,6.9924375e-05,160,0.011187899999999999,5.792740043606977e-09,0.007569031761826248
SMURF2,17,59971196,60088848,0.00031966285714285714,35,0.0111882,0.00031966285714285714,0.00031966285714285714
OTUD7A,15,29637677,29950076,9.646120689655173e-05,116,0.0111895,9.646120689655173e-05,9.646120689655173e-05
DLX3,17,45422367,45427587,0.00074614,15,0.0111921,2.5857000460845503e-07,0.0073815630017693215
RERG,12,15151983,15265571,0.00015342876712328766,73,0.011200299999999998,0.00015342876712328766,0.00015342876712328766
SLMAP,3,57850807,57889934,0.0003865103448275862,29,0.0112088,1.9941753191884427e-10,0.00833888074504445
SLC25A33,1,9522114,9565418,0.0005899421052631579,19,0.011208899999999999,0.0005899421052631579,0.0005899421052631579
TMEM201,1,9579503,9597518,0.0007472599999999999,15,0.011208899999999999,4.747723860611255e-09,0.006877958429714937
OXR1,8,107807564,107834097,0.0008624769230769232,13,0.011212200000000002,0.0008624769230769232,0.0008624769230769232
HTR1B,6,78228666,78229839,0.0008009428571428573,14,0.011213200000000001,8.962130006350785e-10,0.006979278732746253
FOXK2,17,78146946,78155772,0.0008632461538461539,13,0.011222200000000002,1.996837059197314e-08,0.0072088451945320105
CACNG5,17,62303809,62311819,0.00040102500000000006,28,0.011228700000000001,7.4285568450090255e-09,0.008235105002390917
ZNF837,19,63570801,63584201,0.0007486533333333332,15,0.011229799999999998,0.0007486533333333332,0.0007486533333333332
RPS5,19,63590467,63597983,0.0007486533333333332,15,0.011229799999999998,2.9088158410603413e-08,0.0072230293295742825
RAET1L,6,150382958,150388361,0.0009358999999999999,12,0.011230799999999999,0.0009358999999999999,0.0009358999999999999
GPX3,5,150380191,150388747,0.00028803076923076924,39,0.0112332,1.9629096435709908e-10,0.006622842232484059
LPCAT3,12,6957020,6996103,0.0005913842105263158,19,0.0112363,3.4992828983890894e-09,0.006688578365141413
FOXA1,14,37128941,37134240,0.0009367583333333334,12,0.0112411,1.216593163677695e-07,0.007435126090684966
KIAA0753,17,6422368,6484971,0.00022484200000000003,50,0.011242100000000001,1.1926428440772387e-08,0.007317292584796302
MED31,17,6487356,6495678,0.0004887869565217392,23,0.011242100000000001,0.0004887869565217392,0.0004887869565217392
